"","Name"
"1097",">hsa-miR-4781-3p MIMAT0019943"
"1098",">hsa-miR-4538 MIMAT0019081"
"1099",">hsa-miR-6722-3p MIMAT0025854"
"1100",">hsa-miR-4716-5p MIMAT0019826"
"1101",">hsa-miR-3973 MIMAT0019358"
"1102",">hsa-miR-99b-5p MIMAT0000689"
"1103",">hsa-miR-548au-5p MIMAT0022291"
"1104",">hsa-miR-494-3p MIMAT0002816"
"1105",">hsa-miR-452-3p MIMAT0001636"
"1106",">hsa-miR-19b-2-5p MIMAT0004492"
"1107",">hsa-miR-221-5p MIMAT0004568"
"1108",">hsa-miR-4322 MIMAT0016873"
"1109",">hsa-miR-6780a-3p MIMAT0027461"
"1110",">hsa-miR-4329 MIMAT0016923"
"1111",">hsa-miR-548at-3p MIMAT0022278"
"1112",">hsa-miR-4704-3p MIMAT0019804"
"1113",">hsa-miR-3664-3p MIMAT0019220"
"1114",">hsa-miR-4648 MIMAT0019710"
"1115",">hsa-let-7f-2-3p MIMAT0004487"
"1116",">hsa-miR-551a MIMAT0003214"
"1117",">hsa-miR-4749-5p MIMAT0019885"
"1118",">hsa-miR-7844-5p MIMAT0030419"
"1119",">hsa-miR-3167 MIMAT0015042"
"1120",">hsa-miR-1295b-5p MIMAT0022293"
"1121",">hsa-miR-891a-3p MIMAT0026717"
"1122",">hsa-miR-215-5p MIMAT0000272"
"1123",">hsa-miR-1292-5p MIMAT0005943"
"1124",">hsa-miR-4670-3p MIMAT0019751"
"1125",">hsa-miR-605-5p MIMAT0003273"
"1126",">hsa-miR-6806-3p MIMAT0027513"
"1127",">hsa-miR-4720-5p MIMAT0019833"
"1128",">hsa-miR-6758-3p MIMAT0027417"
"1129",">hsa-miR-5684 MIMAT0022473"
"1130",">hsa-miR-150-5p MIMAT0000451"
"1131",">hsa-miR-361-3p MIMAT0004682"
"1132",">hsa-miR-6133 MIMAT0024617"
"1133",">hsa-miR-4446-3p MIMAT0018965"
"1134",">hsa-miR-4281 MIMAT0016907"
"1135",">hsa-miR-628-5p MIMAT0004809"
"1136",">hsa-miR-100-3p MIMAT0004512"
"1137",">hsa-miR-3133 MIMAT0014998"
"1138",">hsa-miR-4298 MIMAT0016852"
"1139",">hsa-miR-6777-3p MIMAT0027455"
"1140",">hsa-miR-6759-5p MIMAT0027418"
"1141",">hsa-miR-323a-5p MIMAT0004696"
"1142",">hsa-miR-345-5p MIMAT0000772"
"1143",">hsa-miR-877-5p MIMAT0004949"
"1144",">hsa-miR-5008-5p MIMAT0021039"
"1145",">hsa-miR-27b-5p MIMAT0004588"
"1146",">hsa-miR-301b-3p MIMAT0004958"
"1147",">hsa-miR-5000-3p MIMAT0021020"
"1148",">hsa-miR-4776-5p MIMAT0019932"
"1149",">hsa-miR-1227-3p MIMAT0005580"
"1150",">hsa-miR-659-3p MIMAT0003337"
"1151",">hsa-miR-92a-2-5p MIMAT0004508"
"1152",">hsa-miR-6813-5p MIMAT0027526"
"1153",">hsa-miR-1256 MIMAT0005907"
"1154",">hsa-miR-105-5p MIMAT0000102"
"1155",">hsa-miR-4755-3p MIMAT0019896"
"1156",">hsa-miR-640 MIMAT0003310"
"1157",">hsa-miR-199a-3p MIMAT0000232"
"1158",">hsa-miR-1224-3p MIMAT0005459"
"1159",">hsa-miR-30d-3p MIMAT0004551"
"1160",">hsa-miR-1307-5p MIMAT0022727"
"1161",">hsa-miR-32-3p MIMAT0004505"
"1162",">hsa-miR-4500 MIMAT0019036"
"1163",">hsa-miR-4273 MIMAT0016903"
"1164",">hsa-miR-525-3p MIMAT0002839"
"1165",">hsa-miR-708-5p MIMAT0004926"
"1166",">hsa-miR-488-3p MIMAT0004763"
"1167",">hsa-miR-4466 MIMAT0018993"
"1168",">hsa-miR-2467-3p MIMAT0019953"
"1169",">hsa-miR-6764-5p MIMAT0027428"
"1170",">hsa-miR-3928-5p MIMAT0027037"
"1171",">hsa-miR-548y MIMAT0018354"
"1172",">hsa-miR-3914 MIMAT0018188"
"1173",">hsa-miR-34a-5p MIMAT0000255"
"1174",">hsa-miR-335-5p MIMAT0000765"
"1175",">hsa-miR-711 MIMAT0012734"
"1176",">hsa-miR-5588-3p MIMAT0022296"
"1177",">hsa-miR-6848-3p MIMAT0027597"
"1178",">hsa-miR-6769a-5p MIMAT0027438"
"1179",">hsa-miR-5091 MIMAT0021083"
"1180",">hsa-miR-26a-5p MIMAT0000082"
"1181",">hsa-miR-99b-3p MIMAT0004678"
"1182",">hsa-miR-4793-5p MIMAT0019965"
"1183",">hsa-miR-6819-5p MIMAT0027538"
"1184",">hsa-miR-6747-3p MIMAT0027395"
"1185",">hsa-miR-190a-5p MIMAT0000458"
"1186",">hsa-miR-7109-5p MIMAT0028115"
"1187",">hsa-miR-6728-3p MIMAT0027358"
"1188",">hsa-miR-4647 MIMAT0019709"
"1189",">hsa-miR-3674 MIMAT0018097"
"1190",">hsa-miR-3165 MIMAT0015039"
"1191",">hsa-miR-548c-3p MIMAT0003285"
"1192",">hsa-miR-4308 MIMAT0016861"
"1193",">hsa-miR-6731-5p MIMAT0027363"
"1194",">hsa-miR-3130-3p MIMAT0014994"
"1195",">hsa-miR-3666 MIMAT0018088"
"1196",">hsa-miR-4639-5p MIMAT0019697"
"1197",">hsa-miR-297 MIMAT0004450"
"1198",">hsa-miR-1264 MIMAT0005791"
"1199",">hsa-miR-5583-3p MIMAT0022282"
"1200",">hsa-miR-3188 MIMAT0015070"
"1201",">hsa-let-7a-5p MIMAT0000062"
"1202",">hsa-miR-6080 MIMAT0023705"
"1203",">hsa-miR-7-5p MIMAT0000252"
"1204",">hsa-miR-3136-5p MIMAT0015003"
"1205",">hsa-miR-499a-3p MIMAT0004772"
"1206",">hsa-miR-629-3p MIMAT0003298"
"1207",">hsa-miR-4771 MIMAT0019925"
"1208",">hsa-miR-518d-3p MIMAT0002864"
"1209",">hsa-miR-6815-5p MIMAT0027530"
"1210",">hsa-miR-6746-5p MIMAT0027392"
"1211",">hsa-miR-6772-3p MIMAT0027445"
"1212",">hsa-miR-130a-5p MIMAT0004593"
"1213",">hsa-miR-137 MIMAT0000429"
"1214",">hsa-miR-874-3p MIMAT0004911"
"1215",">hsa-miR-331-3p MIMAT0000760"
"1216",">hsa-miR-187-3p MIMAT0000262"
"1217",">hsa-miR-3150a-3p MIMAT0015023"
"1218",">hsa-miR-4433b-3p MIMAT0030414"
"1219",">hsa-miR-924 MIMAT0004974"
"1220",">hsa-miR-523-3p MIMAT0002840"
"1221",">hsa-miR-577 MIMAT0003242"
"1222",">hsa-miR-579-3p MIMAT0003244"
"1223",">hsa-miR-382-5p MIMAT0000737"
"1224",">hsa-miR-4770 MIMAT0019924"
"1225",">hsa-miR-8083 MIMAT0031010"
"1226",">hsa-miR-218-1-3p MIMAT0004565"
"1227",">hsa-miR-6877-3p MIMAT0027655"
"1228",">hsa-miR-3115 MIMAT0014977"
"1229",">hsa-miR-4746-5p MIMAT0019880"
"1230",">hsa-miR-5010-3p MIMAT0021044"
"1231",">hsa-miR-376a-5p MIMAT0003386"
"1232",">hsa-miR-188-5p MIMAT0000457"
"1233",">hsa-miR-7978 MIMAT0031181"
"1234",">hsa-miR-4507 MIMAT0019044"
"1235",">hsa-miR-495-3p MIMAT0002817"
"1236",">hsa-miR-4293 MIMAT0016848"
"1237",">hsa-miR-4516 MIMAT0019053"
"1238",">hsa-miR-4475 MIMAT0019002"
"1239",">hsa-miR-1910-3p MIMAT0026917"
"1240",">hsa-miR-4681 MIMAT0019766"
"1241",">hsa-miR-152-5p MIMAT0026479"
"1242",">hsa-miR-409-3p MIMAT0001639"
"1243",">hsa-miR-204-5p MIMAT0000265"
"1244",">hsa-miR-1249-3p MIMAT0005901"
"1245",">hsa-miR-4787-3p MIMAT0019957"
"1246",">hsa-miR-6071 MIMAT0023696"
"1247",">hsa-miR-3920 MIMAT0018195"
"1248",">hsa-miR-6879-5p MIMAT0027658"
"1249",">hsa-miR-548az-3p MIMAT0025457"
"1250",">hsa-miR-6878-3p MIMAT0027657"
"1251",">hsa-miR-183-5p MIMAT0000261"
"1252",">hsa-miR-544a MIMAT0003164"
"1253",">hsa-miR-135b-3p MIMAT0004698"
"1254",">hsa-miR-7973 MIMAT0031176"
"1255",">hsa-miR-548ai MIMAT0018989"
"1256",">hsa-miR-501-3p MIMAT0004774"
"1257",">hsa-miR-4695-5p MIMAT0019788"
"1258",">hsa-miR-1251-3p MIMAT0026741"
"1259",">hsa-miR-4692 MIMAT0019783"
"1260",">hsa-miR-103b MIMAT0007402"
"1261",">hsa-miR-548ao-5p MIMAT0021029"
"1262",">hsa-miR-3665 MIMAT0018087"
"1263",">hsa-miR-524-3p MIMAT0002850"
"1264",">hsa-miR-214-3p MIMAT0000271"
"1265",">hsa-miR-1197 MIMAT0005955"
"1266",">hsa-miR-6087 MIMAT0023712"
"1267",">hsa-miR-3141 MIMAT0015010"
"1268",">hsa-miR-6885-3p MIMAT0027671"
"1269",">hsa-miR-346 MIMAT0000773"
"1270",">hsa-miR-21-5p MIMAT0000076"
"1271",">hsa-miR-197-3p MIMAT0000227"
"1272",">hsa-miR-5582-3p MIMAT0022280"
"1273",">hsa-miR-4786-5p MIMAT0019954"
"1274",">hsa-miR-4485-5p MIMAT0032116"
"1275",">hsa-miR-205-3p MIMAT0009197"
"1276",">hsa-miR-513c-5p MIMAT0005789"
"1277",">hsa-miR-8066 MIMAT0030993"
"1278",">hsa-miR-145-5p MIMAT0000437"
"1279",">hsa-miR-5693 MIMAT0022486"
"1280",">hsa-miR-4801 MIMAT0019980"
"1281",">hsa-miR-4780 MIMAT0019939"
"1282",">hsa-miR-3935 MIMAT0018350"
"1283",">hsa-miR-602 MIMAT0003270"
"1284",">hsa-miR-2355-5p MIMAT0016895"
"1285",">hsa-miR-8065 MIMAT0030992"
"1286",">hsa-miR-4252 MIMAT0016886"
"1287",">hsa-miR-4768-3p MIMAT0019921"
"1288",">hsa-miR-552-5p MIMAT0026615"
"1289",">hsa-miR-668-5p MIMAT0026636"
"1290",">hsa-miR-5582-5p MIMAT0022279"
"1291",">hsa-miR-6124 MIMAT0024597"
"1292",">hsa-miR-4453 MIMAT0018975"
"1293",">hsa-miR-3689b-3p MIMAT0018181"
"1294",">hsa-miR-433-3p MIMAT0001627"
"1295",">hsa-miR-187-5p MIMAT0004561"
"1296",">hsa-miR-1293 MIMAT0005883"
"1297",">hsa-miR-613 MIMAT0003281"
"1298",">hsa-miR-6830-5p MIMAT0027560"
"1299",">hsa-miR-4749-3p MIMAT0019886"
"1300",">hsa-miR-1225-3p MIMAT0005573"
"1301",">hsa-miR-4643 MIMAT0019703"
"1302",">hsa-miR-6850-3p MIMAT0027601"
"1303",">hsa-miR-302d-3p MIMAT0000718"
"1304",">hsa-miR-210-3p MIMAT0000267"
"1305",">hsa-miR-6762-5p MIMAT0027424"
"1306",">hsa-miR-3177-3p MIMAT0015054"
"1307",">hsa-miR-4687-5p MIMAT0019774"
"1308",">hsa-miR-2682-5p MIMAT0013517"
"1309",">hsa-miR-520f-3p MIMAT0002830"
"1310",">hsa-miR-656-5p MIMAT0026627"
"1311",">hsa-miR-5197-3p MIMAT0021131"
"1312",">hsa-miR-487a-3p MIMAT0002178"
"1313",">hsa-miR-30d-5p MIMAT0000245"
"1314",">hsa-miR-548av-5p MIMAT0022303"
"1315",">hsa-miR-6827-3p MIMAT0027555"
"1316",">hsa-miR-518d-5p MIMAT0005456"
"1317",">hsa-miR-637 MIMAT0003307"
"1318",">hsa-miR-4740-5p MIMAT0019869"
"1319",">hsa-miR-7108-5p MIMAT0028113"
"1320",">hsa-miR-6887-5p MIMAT0027674"
"1321",">hsa-miR-520b MIMAT0002843"
"1322",">hsa-miR-3690 MIMAT0018119"
"1323",">hsa-miR-34b-5p MIMAT0000685"
"1324",">hsa-miR-6786-3p MIMAT0027473"
"1325",">hsa-miR-518a-3p MIMAT0002863"
"1326",">hsa-miR-645 MIMAT0003315"
"1327",">hsa-miR-3975 MIMAT0019360"
"1328",">hsa-miR-17-5p MIMAT0000070"
"1329",">hsa-miR-4524b-3p MIMAT0022256"
"1330",">hsa-miR-6895-3p MIMAT0027691"
"1331",">hsa-miR-6873-5p MIMAT0027646"
"1332",">hsa-miR-4674 MIMAT0019756"
"1333",">hsa-miR-3200-5p MIMAT0017392"
"1334",">hsa-miR-2909 MIMAT0013863"
"1335",">hsa-miR-4730 MIMAT0019852"
"1336",">hsa-miR-3681-5p MIMAT0018108"
"1337",">hsa-miR-6876-5p MIMAT0027652"
"1338",">hsa-miR-302b-3p MIMAT0000715"
"1339",">hsa-miR-92b-3p MIMAT0003218"
"1340",">hsa-miR-3140-5p MIMAT0019204"
"1341",">hsa-miR-3680-5p MIMAT0018106"
"1342",">hsa-miR-8069 MIMAT0030996"
"1343",">hsa-miR-6506-3p MIMAT0025469"
"1344",">hsa-miR-3187-3p MIMAT0015069"
"1345",">hsa-miR-758-5p MIMAT0022929"
"1346",">hsa-miR-5089-3p MIMAT0022984"
"1347",">hsa-miR-3977 MIMAT0019362"
"1348",">hsa-miR-5682 MIMAT0022470"
"1349",">hsa-miR-377-5p MIMAT0004689"
"1350",">hsa-miR-4695-3p MIMAT0019789"
"1351",">hsa-miR-562 MIMAT0003226"
"1352",">hsa-miR-4328 MIMAT0016926"
"1353",">hsa-miR-202-3p MIMAT0002811"
"1354",">hsa-miR-5196-3p MIMAT0021129"
"1355",">hsa-miR-4314 MIMAT0016868"
"1356",">hsa-miR-3681-3p MIMAT0018109"
"1357",">hsa-miR-2114-3p MIMAT0011157"
"1358",">hsa-miR-5692a MIMAT0022484"
"1359",">hsa-miR-615-5p MIMAT0004804"
"1360",">hsa-miR-3677-3p MIMAT0018101"
"1361",">hsa-miR-138-1-3p MIMAT0004607"
"1362",">hsa-miR-4641 MIMAT0019701"
"1363",">hsa-miR-370-5p MIMAT0026483"
"1364",">hsa-miR-4732-5p MIMAT0019855"
"1365",">hsa-miR-6760-3p MIMAT0027421"
"1366",">hsa-miR-7162-5p MIMAT0028234"
"1367",">hsa-miR-8060 MIMAT0030987"
"1368",">hsa-miR-1237-5p MIMAT0022946"
"1369",">hsa-miR-4421 MIMAT0018934"
"1370",">hsa-miR-3195 MIMAT0015079"
"1371",">hsa-miR-193a-5p MIMAT0004614"
"1372",">hsa-miR-4486 MIMAT0019020"
"1373",">hsa-miR-4534 MIMAT0019073"
"1374",">hsa-miR-2278 MIMAT0011778"
"1375",">hsa-miR-892c-5p MIMAT0025857"
"1376",">hsa-miR-1179 MIMAT0005824"
"1377",">hsa-miR-6834-3p MIMAT0027569"
"1378",">hsa-miR-380-5p MIMAT0000734"
"1379",">hsa-miR-6759-3p MIMAT0027419"
"1380",">hsa-miR-19b-1-5p MIMAT0004491"
"1381",">hsa-miR-500a-5p MIMAT0004773"
"1382",">hsa-miR-744-5p MIMAT0004945"
"1383",">hsa-miR-26a-2-3p MIMAT0004681"
"1384",">hsa-miR-3605-3p MIMAT0017982"
"1385",">hsa-miR-34a-3p MIMAT0004557"
"1386",">hsa-miR-4677-3p MIMAT0019761"
"1387",">hsa-miR-3653-5p MIMAT0032110"
"1388",">hsa-miR-758-3p MIMAT0003879"
"1389",">hsa-miR-3122 MIMAT0014984"
"1390",">hsa-miR-6732-5p MIMAT0027365"
"1391",">hsa-miR-4274 MIMAT0016906"
"1392",">hsa-miR-598-5p MIMAT0026620"
"1393",">hsa-miR-4465 MIMAT0018992"
"1394",">hsa-miR-548ar-3p MIMAT0022266"
"1395",">hsa-miR-4690-3p MIMAT0019780"
"1396",">hsa-miR-202-5p MIMAT0002810"
"1397",">hsa-miR-378d MIMAT0018926"
"1398",">hsa-miR-6765-5p MIMAT0027430"
"1399",">hsa-miR-6511a-5p MIMAT0025478"
"1400",">hsa-miR-1267 MIMAT0005921"
"1401",">hsa-miR-4668-5p MIMAT0019745"
"1402",">hsa-miR-6730-3p MIMAT0027362"
"1403",">hsa-miR-4671-5p MIMAT0019752"
"1404",">hsa-miR-920 MIMAT0004970"
"1405",">hsa-miR-6826-5p MIMAT0027552"
"1406",">hsa-miR-5092 MIMAT0021084"
"1407",">hsa-miR-135a-3p MIMAT0004595"
"1408",">hsa-miR-516a-3p MIMAT0006778"
"1409",">hsa-miR-548b-5p MIMAT0004798"
"1410",">hsa-miR-4513 MIMAT0019050"
"1411",">hsa-miR-518e-5p MIMAT0005450"
"1412",">hsa-miR-205-5p MIMAT0000266"
"1413",">hsa-miR-593-3p MIMAT0004802"
"1414",">hsa-miR-6836-5p MIMAT0027574"
"1415",">hsa-miR-6515-5p MIMAT0025486"
"1416",">hsa-miR-653-5p MIMAT0003328"
"1417",">hsa-miR-6503-5p MIMAT0025462"
"1418",">hsa-miR-6504-5p MIMAT0025464"
"1419",">hsa-miR-627-5p MIMAT0003296"
"1420",">hsa-miR-3618 MIMAT0017998"
"1421",">hsa-miR-5186 MIMAT0021116"
"1422",">hsa-miR-513a-3p MIMAT0004777"
"1423",">hsa-miR-210-5p MIMAT0026475"
"1424",">hsa-miR-5196-5p MIMAT0021128"
"1425",">hsa-miR-6078 MIMAT0023703"
"1426",">hsa-miR-4708-3p MIMAT0019810"
"1427",">hsa-miR-3173-5p MIMAT0019214"
"1428",">hsa-miR-4748 MIMAT0019884"
"1429",">hsa-miR-4302 MIMAT0016855"
"1430",">hsa-miR-4735-3p MIMAT0019861"
"1431",">hsa-miR-223-3p MIMAT0000280"
"1432",">hsa-miR-142-5p MIMAT0000433"
"1433",">hsa-miR-6803-3p MIMAT0027507"
"1434",">hsa-miR-6511a-3p MIMAT0025479"
"1435",">hsa-miR-507 MIMAT0002879"
"1436",">hsa-miR-5583-5p MIMAT0022281"
"1437",">hsa-miR-3171 MIMAT0015046"
"1438",">hsa-miR-3908 MIMAT0018182"
"1439",">hsa-miR-4761-5p MIMAT0019908"
"1440",">hsa-miR-8053 MIMAT0030980"
"1441",">hsa-miR-186-3p MIMAT0004612"
"1442",">hsa-miR-3689d MIMAT0019008"
"1443",">hsa-miR-6769b-3p MIMAT0027621"
"1444",">hsa-miR-7106-3p MIMAT0028110"
"1445",">hsa-miR-10a-3p MIMAT0004555"
"1446",">hsa-miR-6815-3p MIMAT0027531"
"1447",">hsa-miR-6088 MIMAT0023713"
"1448",">hsa-miR-1-3p MIMAT0000416"
"1449",">hsa-miR-200a-5p MIMAT0001620"
"1450",">hsa-miR-3202 MIMAT0015089"
"1451",">hsa-miR-6833-5p MIMAT0027566"
"1452",">hsa-miR-943 MIMAT0004986"
"1453",">hsa-miR-6883-5p MIMAT0027666"
"1454",">hsa-miR-6890-3p MIMAT0027681"
"1455",">hsa-let-7b-3p MIMAT0004482"
"1456",">hsa-miR-3149 MIMAT0015022"
"1457",">hsa-miR-6878-5p MIMAT0027656"
"1458",">hsa-miR-146b-3p MIMAT0004766"
"1459",">hsa-miR-4731-5p MIMAT0019853"
"1460",">hsa-let-7g-3p MIMAT0004584"
"1461",">hsa-miR-5590-5p MIMAT0022299"
"1462",">hsa-miR-551b-5p MIMAT0004794"
"1463",">hsa-miR-302a-5p MIMAT0000683"
"1464",">hsa-miR-769-5p MIMAT0003886"
"1465",">hsa-miR-3186-3p MIMAT0015068"
"1466",">hsa-miR-19a-3p MIMAT0000073"
"1467",">hsa-miR-381-5p MIMAT0022862"
"1468",">hsa-miR-6741-3p MIMAT0027384"
"1469",">hsa-miR-7155-5p MIMAT0028220"
"1470",">hsa-miR-6845-5p MIMAT0027590"
"1471",">hsa-miR-544b MIMAT0015004"
"1472",">hsa-miR-4505 MIMAT0019041"
"1473",">hsa-miR-8073 MIMAT0031000"
"1474",">hsa-miR-4633-3p MIMAT0019690"
"1475",">hsa-miR-4694-5p MIMAT0019786"
"1476",">hsa-miR-3677-5p MIMAT0019221"
"1477",">hsa-miR-7848-3p MIMAT0030423"
"1478",">hsa-miR-4491 MIMAT0019026"
"1479",">hsa-miR-668-3p MIMAT0003881"
"1480",">hsa-miR-938 MIMAT0004981"
"1481",">hsa-miR-3074-3p MIMAT0015027"
"1482",">hsa-miR-6716-3p MIMAT0025845"
"1483",">hsa-miR-342-3p MIMAT0000753"
"1484",">hsa-miR-584-5p MIMAT0003249"
"1485",">hsa-miR-5587-5p MIMAT0022289"
"1486",">hsa-miR-298 MIMAT0004901"
"1487",">hsa-miR-8055 MIMAT0030982"
"1488",">hsa-miR-3612 MIMAT0017989"
"1489",">hsa-miR-542-5p MIMAT0003340"
"1490",">hsa-miR-19b-3p MIMAT0000074"
"1491",">hsa-miR-1231 MIMAT0005586"
"1492",">hsa-miR-4255 MIMAT0016885"
"1493",">hsa-miR-675-5p MIMAT0004284"
"1494",">hsa-miR-199a-5p MIMAT0000231"
"1495",">hsa-miR-513b-5p MIMAT0005788"
"1496",">hsa-miR-4455 MIMAT0018977"
"1497",">hsa-miR-3682-3p MIMAT0018110"
"1498",">hsa-miR-9500 MIMAT0035542"
"1499",">hsa-miR-6828-5p MIMAT0027556"
"1500",">hsa-miR-6718-5p MIMAT0025849"
"1501",">hsa-miR-939-3p MIMAT0022939"
"1502",">hsa-miR-548ad-5p MIMAT0032114"
"1503",">hsa-miR-339-3p MIMAT0004702"
"1504",">hsa-miR-630 MIMAT0003299"
"1505",">hsa-miR-4739 MIMAT0019868"
"1506",">hsa-miR-1246 MIMAT0005898"
"1507",">hsa-miR-600 MIMAT0003268"
"1508",">hsa-miR-3135b MIMAT0018985"
"1509",">hsa-miR-129-1-3p MIMAT0004548"
"1510",">hsa-miR-4268 MIMAT0016896"
"1511",">hsa-miR-876-5p MIMAT0004924"
"1512",">hsa-miR-3145-5p MIMAT0019205"
"1513",">hsa-miR-582-5p MIMAT0003247"
"1514",">hsa-miR-1470 MIMAT0007348"
"1515",">hsa-miR-4419b MIMAT0019034"
"1516",">hsa-miR-4291 MIMAT0016922"
"1517",">hsa-miR-766-5p MIMAT0022714"
"1518",">hsa-miR-548ae-5p MIMAT0032115"
"1519",">hsa-miR-1271-3p MIMAT0022712"
"1520",">hsa-miR-200c-3p MIMAT0000617"
"1521",">hsa-miR-549a MIMAT0003333"
"1522",">hsa-miR-4721 MIMAT0019835"
"1523",">hsa-miR-6810-5p MIMAT0027520"
"1524",">hsa-miR-6853-5p MIMAT0027606"
"1525",">hsa-miR-4744 MIMAT0019875"
"1526",">hsa-miR-3670 MIMAT0018093"
"1527",">hsa-miR-3925-3p MIMAT0019228"
"1528",">hsa-miR-17-3p MIMAT0000071"
"1529",">hsa-miR-4652-3p MIMAT0019717"
"1530",">hsa-miR-5585-5p MIMAT0022285"
"1531",">hsa-miR-196b-3p MIMAT0009201"
"1532",">hsa-miR-196a-3p MIMAT0004562"
"1533",">hsa-miR-3200-3p MIMAT0015085"
"1534",">hsa-miR-320e MIMAT0015072"
"1535",">hsa-miR-4433a-5p MIMAT0020956"
"1536",">hsa-miR-4804-3p MIMAT0019985"
"1537",">hsa-miR-548ba MIMAT0031175"
"1538",">hsa-miR-3689a-3p MIMAT0018118"
"1539",">hsa-miR-548d-3p MIMAT0003323"
"1540",">hsa-miR-8080 MIMAT0031007"
"1541",">hsa-miR-1912 MIMAT0007887"
"1542",">hsa-miR-4316 MIMAT0016867"
"1543",">hsa-miR-548az-5p MIMAT0025456"
"1544",">hsa-miR-4690-5p MIMAT0019779"
"1545",">hsa-miR-4717-5p MIMAT0019829"
"1546",">hsa-miR-3678-3p MIMAT0018103"
"1547",">hsa-miR-3194-5p MIMAT0015078"
"1548",">hsa-miR-605-3p MIMAT0026621"
"1549",">hsa-miR-3591-3p MIMAT0019877"
"1550",">hsa-miR-4706 MIMAT0019806"
"1551",">hsa-miR-4725-3p MIMAT0019844"
"1552",">hsa-miR-4432 MIMAT0018948"
"1553",">hsa-miR-7849-3p MIMAT0030424"
"1554",">hsa-miR-503-3p MIMAT0022925"
"1555",">hsa-miR-6731-3p MIMAT0027364"
"1556",">hsa-miR-1307-3p MIMAT0005951"
"1557",">hsa-miR-6859-3p MIMAT0027619"
"1558",">hsa-miR-376a-3p MIMAT0000729"
"1559",">hsa-miR-5000-5p MIMAT0021019"
"1560",">hsa-miR-3065-5p MIMAT0015066"
"1561",">hsa-miR-6822-3p MIMAT0027545"
"1562",">hsa-miR-8086 MIMAT0031013"
"1563",">hsa-miR-125b-2-3p MIMAT0004603"
"1564",">hsa-miR-548am-5p MIMAT0022740"
"1565",">hsa-miR-323b-3p MIMAT0015050"
"1566",">hsa-miR-4489 MIMAT0019023"
"1567",">hsa-miR-6862-3p MIMAT0027626"
"1568",">hsa-miR-194-3p MIMAT0004671"
"1569",">hsa-miR-6772-5p MIMAT0027444"
"1570",">hsa-miR-223-5p MIMAT0004570"
"1571",">hsa-miR-569 MIMAT0003234"
"1572",">hsa-miR-4680-5p MIMAT0019764"
"1573",">hsa-miR-1914-3p MIMAT0007890"
"1574",">hsa-miR-4740-3p MIMAT0019870"
"1575",">hsa-miR-518b MIMAT0002844"
"1576",">hsa-miR-504-3p MIMAT0026612"
"1577",">hsa-miR-149-3p MIMAT0004609"
"1578",">hsa-miR-26b-5p MIMAT0000083"
"1579",">hsa-miR-4758-5p MIMAT0019903"
"1580",">hsa-miR-5708 MIMAT0022502"
"1581",">hsa-miR-573 MIMAT0003238"
"1582",">hsa-miR-670-3p MIMAT0026640"
"1583",">hsa-miR-1236-3p MIMAT0005591"
"1584",">hsa-miR-3912-5p MIMAT0027036"
"1585",">hsa-miR-3686 MIMAT0018114"
"1586",">hsa-miR-4783-5p MIMAT0019946"
"1587",">hsa-miR-660-3p MIMAT0022711"
"1588",">hsa-miR-3655 MIMAT0018075"
"1589",">hsa-miR-4720-3p MIMAT0019834"
"1590",">hsa-miR-1202 MIMAT0005865"
"1591",">hsa-miR-3160-5p MIMAT0019212"
"1592",">hsa-miR-765 MIMAT0003945"
"1593",">hsa-miR-628-3p MIMAT0003297"
"1594",">hsa-miR-3687 MIMAT0018115"
"1595",">hsa-miR-532-5p MIMAT0002888"
"1596",">hsa-miR-3131 MIMAT0014996"
"1597",">hsa-miR-296-5p MIMAT0000690"
"1598",">hsa-miR-378a-5p MIMAT0000731"
"1599",">hsa-miR-6769a-3p MIMAT0027439"
"1600",">hsa-miR-6802-5p MIMAT0027504"
"1601",">hsa-miR-1911-5p MIMAT0007885"
"1602",">hsa-miR-6128 MIMAT0024611"
"1603",">hsa-miR-20a-5p MIMAT0000075"
"1604",">hsa-miR-5586-5p MIMAT0022287"
"1605",">hsa-miR-4790-5p MIMAT0019961"
"1606",">hsa-miR-188-3p MIMAT0004613"
"1607",">hsa-miR-21-3p MIMAT0004494"
"1608",">hsa-miR-4654 MIMAT0019720"
"1609",">hsa-miR-6859-5p MIMAT0027618"
"1610",">hsa-miR-550b-2-5p MIMAT0022737"
"1611",">hsa-miR-6782-5p MIMAT0027464"
"1612",">hsa-miR-4527 MIMAT0019066"
"1613",">hsa-miR-2117 MIMAT0011162"
"1614",">hsa-miR-2355-3p MIMAT0017950"
"1615",">hsa-miR-148b-3p MIMAT0000759"
"1616",">hsa-miR-6864-3p MIMAT0027629"
"1617",">hsa-miR-590-3p MIMAT0004801"
"1618",">hsa-miR-100-5p MIMAT0000098"
"1619",">hsa-miR-548u MIMAT0015013"
"1620",">hsa-miR-5589-5p MIMAT0022297"
"1621",">hsa-miR-6837-3p MIMAT0027577"
"1622",">hsa-miR-6774-5p MIMAT0027448"
"1623",">hsa-miR-4263 MIMAT0016898"
"1624",">hsa-miR-8074 MIMAT0031001"
"1625",">hsa-miR-6808-3p MIMAT0027517"
"1626",">hsa-miR-4666a-5p MIMAT0019741"
"1627",">hsa-miR-6743-3p MIMAT0027388"
"1628",">hsa-miR-511-5p MIMAT0002808"
"1629",">hsa-miR-4632-5p MIMAT0022977"
"1630",">hsa-miR-301a-3p MIMAT0000688"
