,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hsa-miR-1250-5p,28.49988177,1.573021766,0.503117907,3.126546965,0.001768723,0.432581253
hsa-miR-30d-5p,740.4767406,-1.150366781,0.371733098,-3.094604131,0.001970757,0.432581253
hsa-miR-429-3p,49.50748881,-1.526540206,0.555043089,-2.750309364,0.005953902,0.871254388
hsa-miR-181d-5p,22.24703541,1.164527195,0.453793578,2.566204661,0.010281814,0.999310247
hsa-miR-30b-5p,23.47911736,-1.165443715,0.4742565,-2.457412213,0.013994201,0.999310247
hsa-miR-1226-3p,5.312909858,-1.310222174,0.556912942,-2.35265169,0.018640085,0.999310247
hsa-let-7f-1-5p,495.0647187,-0.837824572,0.371121352,-2.257548826,0.023973802,0.999310247
hsa-let-7f-2-5p,504.1995837,-0.833602434,0.369870432,-2.253768785,0.024210717,0.999310247
hsa-miR-7974-3p,3.002866089,-1.168282128,0.522319063,-2.236721213,0.025304567,0.999310247
hsa-let-7g-5p,260.4619198,-0.858127453,0.406632405,-2.11032727,0.034830176,0.999310247
hsa-miR-1278-3p,7.827363774,1.145863218,0.557100832,2.056832718,0.03970232,0.999310247
hsa-let-7i-5p,78.93438658,-0.901424573,0.44782871,-2.012878033,0.044127462,0.999310247
hsa-miR-218-1-5p,3860.806419,0.940312192,0.469171484,2.004197236,0.045048937,0.999310247
hsa-miR-218-2-5p,3855.302117,0.940991545,0.469536393,2.004086498,0.045060795,0.999310247
hsa-miR-18a-5p,44.71016066,-0.983812935,0.508826268,-1.933494782,0.053175275,0.999310247
hsa-miR-1290-3p,8.902749978,1.042608536,0.542910404,1.920406254,0.054806604,0.999310247
hsa-miR-200a-5p,9.476320351,-1.038411118,0.543937557,-1.909063099,0.056253952,0.999310247
hsa-miR-1246-5p,11125.46226,0.779604407,0.412061268,1.891962353,0.058495997,0.999310247
hsa-miR-660-5p,119.4550408,0.71098265,0.3848971,1.84720189,0.064717886,0.999310247
hsa-miR-194-2-5p,16.79388767,-1.009092397,0.557461241,-1.810157052,0.070271436,0.999310247
hsa-miR-3648-2-3p,17.24089786,0.98981578,0.552513154,1.791479122,0.073216442,0.999310247
hsa-miR-3648-1-3p,17.24089786,0.98981578,0.552513154,1.791479122,0.073216442,0.999310247
hsa-miR-9-3-5p,152.4129238,0.814736363,0.456048951,1.786510771,0.074016595,0.999310247
hsa-miR-9-2-5p,152.4129238,0.814736363,0.456048951,1.786510771,0.074016595,0.999310247
hsa-miR-9-1-5p,152.4129238,0.814736363,0.456048951,1.786510771,0.074016595,0.999310247
hsa-miR-194-1-5p,10.21436892,-0.971010674,0.55758289,-1.741464256,0.081602233,0.999310247
hsa-miR-22-5p,9.961179757,0.913108361,0.536481005,1.702032975,0.088749187,0.999310247
hsa-miR-151a-3p,340.5284706,-0.604505357,0.366740557,-1.648318807,0.099287267,0.999310247
hsa-miR-618-5p,4.140394321,-0.901492383,0.548031066,-1.644965839,0.099976856,0.999310247
hsa-miR-320b-1-3p,265.7068717,0.693531724,0.424196205,1.63493147,0.102063414,0.999310247
hsa-miR-423-5p,308.0714603,0.669002656,0.420526249,1.590870147,0.111638802,0.999310247
hsa-miR-200a-3p,130.3400716,-0.86501302,0.546344806,-1.583273072,0.113359238,0.999310247
hsa-miR-130a-3p,4.171220734,0.880056608,0.557584462,1.578337754,0.114488037,0.999310247
