"","genes","logFC","logCPM","PValue","FDR"
"67","hsa-miR-200a-5p",-3.56838048792431,14.1447597881434,0.0049125421653951,0.466691505712535
"8","hsa-miR-582-3p",-3.11978371218342,8.52873579063861,0.0159998607946023,0.5449092803498
"63","hsa-miR-30a-3p",-2.90963897370097,13.4153446719691,0.0172076614847305,0.5449092803498
"88","hsa-miR-148a-3p",-2.708970952846,19.0590741033286,0.0357033610397148,0.847954824693226
"5","hsa-miR-4664-3p",-2.17647576291233,8.19793611837264,0.0529792039981366,0.917337522028756
"50","hsa-miR-140-3p",-1.89001831671286,10.621670987719,0.0821134073741517,0.917337522028756
"57","hsa-miR-27a-5p",-2.0106864506404,10.6667675077259,0.0851268814647611,0.917337522028756
"9","hsa-miR-181a-2-3p",-1.38984995762146,7.65661630098172,0.130760644045013,0.917337522028756
"66","hsa-miR-30e-3p",-1.54721869662675,12.3375929686682,0.13822666338489,0.917337522028756
"26","hsa-miR-152",-1.27124647643512,8.96657391370943,0.152676339555341,0.917337522028756
"35","hsa-miR-6087",-1.72269507271983,7.99143200073381,0.173238904504163,0.917337522028756
"59","hsa-miR-28-3p",-1.26722441389298,11.6038257161593,0.174576438005699,0.917337522028756
"80","hsa-let-7e-5p",1.47627969146382,11.7162305300626,0.191176889047228,0.917337522028756
"24","hsa-miR-148a-5p",-1.0565872667421,9.03762142953008,0.195541843416563,0.917337522028756
"46","hsa-miR-574-3p",-1.41107023454194,9.16466587867266,0.20701524237972,0.917337522028756
"3","hsa-miR-215",-1.10373806698239,7.89251274432224,0.211827500552076,0.917337522028756
"7","hsa-miR-651",1.176877280387,8.5449866976586,0.213068070276303,0.917337522028756
"39","hsa-miR-3615",-1.00062029923856,10.6521353173503,0.217904658495445,0.917337522028756
"61","hsa-miR-106b-3p",-1.1350802157388,11.5344067037677,0.217991749041609,0.917337522028756
"40","hsa-miR-340-5p",1.15310141226869,11.09370473508,0.249346038731648,0.917337522028756
"91","hsa-miR-222-3p",1.03294910593371,13.8358504020898,0.252041755366691,0.917337522028756
"33","hsa-miR-1269a",-1.19179103836485,8.24329884488744,0.253274706182835,0.917337522028756
"82","hsa-miR-183-5p",-1.03532521374159,13.9274769704896,0.254048871337144,0.917337522028756
"85","hsa-miR-200a-3p",1.11062261876121,15.1206172148621,0.272955387486227,0.917337522028756
"38","hsa-miR-125a-3p",0.972624970175623,7.68817221955461,0.279079038524701,0.917337522028756
"89","hsa-miR-182-5p",-1.06955173503092,14.8276302279361,0.283723733889628,0.917337522028756
"87","hsa-let-7b-5p",0.937803426895792,14.1852853359166,0.299504925657215,0.917337522028756
"6","hsa-miR-125b-2-3p",-0.957727826228312,7.52115958815283,0.300318116042314,0.917337522028756
"20","hsa-miR-362-5p",0.863890077116116,7.27175758996377,0.303267165783794,0.917337522028756
"92","hsa-miR-221-3p",0.912646381878509,14.4731800345706,0.313602180449416,0.917337522028756
"16","hsa-miR-374a-3p",0.864212374277233,9.15065069133292,0.319481078413334,0.917337522028756
"42","hsa-miR-1180",0.814589172708776,9.36254400734001,0.321701763929824,0.917337522028756
"52","hsa-miR-99b-3p",-0.82898643851427,11.4474888287139,0.334256087739587,0.917337522028756
"28","hsa-miR-589-5p",-0.867621856280864,8.70837908503999,0.348936763336943,0.917337522028756
"44","hsa-miR-181d",0.747978889429697,9.97038430328188,0.371793235184598,0.917337522028756
"41","hsa-miR-769-5p",-0.705862734747167,9.86091921362233,0.381872680160463,0.917337522028756
"60","hsa-miR-186-5p",0.728193565975391,11.7513824329748,0.38221110049314,0.917337522028756
"73","hsa-let-7d-5p",0.793724012057674,11.4119722589205,0.386286399024555,0.917337522028756
"84","hsa-miR-151a-3p",-0.751550888008733,15.7801169877578,0.406947917270058,0.917337522028756
"1","hsa-miR-147b",-0.764413434268554,7.11732127319153,0.407026687344332,0.917337522028756
"27","hsa-miR-146a-5p",0.806223469673891,10.5376999452662,0.409039139966776,0.917337522028756
"29","hsa-let-7c",0.79930701675454,10.1734340903256,0.422980812538035,0.917337522028756
"64","hsa-miR-98-5p",0.769037719254843,12.2690591093967,0.453045455047134,0.917337522028756
"31","hsa-miR-877-5p",0.802012010923595,6.66117267328043,0.460293988802432,0.917337522028756
"78","hsa-miR-25-3p",-0.639564150012955,13.5199620026723,0.46401733462824,0.917337522028756
"11","hsa-miR-671-5p",0.534070916844754,5.72307739214888,0.484638483073957,0.917337522028756
"51","hsa-let-7d-3p",0.544773305398168,9.73991597398035,0.494663177942975,0.917337522028756
"4","hsa-miR-363-3p",-0.840439349315678,7.77907006915181,0.497189640569609,0.917337522028756
"79","hsa-miR-27a-3p",-0.730081506043068,15.5519696380294,0.508341179976716,0.917337522028756
"10","hsa-miR-500a-3p",-0.501651139282766,8.52709585680755,0.525859200530602,0.917337522028756
