,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hsa-miR-200b-3p,52.4794631,-1.56238767,0.40482539,-3.859411259,0.000113661,0.049783308
hsa-miR-429-3p,22.08419376,-1.347742866,0.399891443,-3.370271834,0.000750941,0.09452901
hsa-miR-100-5p,866.6193064,-1.357332167,0.404698945,-3.353930576,0.000796723,0.09452901
hsa-miR-200a-3p,45.11987229,-1.337671041,0.401502169,-3.331665788,0.000863279,0.09452901
hsa-miR-7974-3p,5.711944569,-0.969227352,0.382363015,-2.534835521,0.011250013,0.98550118
hsa-miR-4521-5p,15.49739417,-0.973773503,0.404823427,-2.405427743,0.016153546,0.999162115
hsa-miR-205-5p,20.55902882,-0.883186953,0.386307262,-2.286229224,0.022240852,0.999162115
hsa-miR-6131-3p,193.923533,0.895426307,0.40265336,2.223814318,0.02616094,0.999162115
hsa-miR-3182-5p,740.7908686,0.833690244,0.385364251,2.163382416,0.030511779,0.999162115
hsa-miR-378b-3p,17.70670895,-0.766782641,0.380869596,-2.01324193,0.044089184,0.999162115
hsa-miR-21-5p,4129.300896,-0.694608855,0.371715184,-1.868658815,0.061670297,0.999162115
hsa-miR-4448-3p,104.325036,0.703883942,0.397227052,1.771993974,0.076395557,0.999162115
hsa-miR-1291-5p,5.157994449,0.559415458,0.337056487,1.659708326,0.096973144,0.999162115
hsa-miR-641-5p,10.4909355,0.598511917,0.403199705,1.484405643,0.137701338,0.999162115
hsa-miR-138-2-5p,6.082363813,-0.566107808,0.383319653,-1.47685568,0.139714327,0.999162115
hsa-miR-141-3p,2.074146175,-0.440396425,0.308542679,-1.42734362,0.153480873,0.999162115
hsa-miR-548d-1-5p,17.33089237,0.570985299,0.404803891,1.410523246,0.158385237,0.999162115
hsa-miR-548d-2-5p,17.33089237,0.570985299,0.404803891,1.410523246,0.158385237,0.999162115
hsa-miR-138-1-5p,6.164912859,-0.541510634,0.384070368,-1.409925573,0.158561661,0.999162115
hsa-miR-499a-5p,8.515187123,0.554367222,0.396350667,1.398678667,0.161909364,0.999162115
hsa-miR-548ay-5p,20.33871538,0.563219161,0.404620353,1.391969429,0.163931656,0.999162115
hsa-miR-5096-5p,179.5648927,0.537665619,0.393653026,1.365836367,0.171990329,0.999162115
hsa-miR-218-2-5p,5089.923792,-0.531221279,0.397020101,-1.338021117,0.180889553,0.999162115
hsa-miR-218-1-5p,5093.02781,-0.530810369,0.396984224,-1.337106961,0.181187725,0.999162115
hsa-miR-193b-5p,5.202504122,-0.477768416,0.376139312,-1.270190061,0.204016937,0.999162115
hsa-miR-93-5p,2525.062366,0.496712254,0.394711839,1.25841742,0.208240835,0.999162115
hsa-miR-215-5p,29.41353545,0.501277472,0.400395798,1.251954875,0.210586307,0.999162115
hsa-miR-375-3p,15.02449437,-0.503344431,0.403445185,-1.247615411,0.212171932,0.999162115
hsa-miR-18a-5p,76.3423302,0.493023761,0.399726872,1.233401593,0.217425971,0.999162115
hsa-miR-1273a-5p,32.66981085,0.498905195,0.404823593,1.232401478,0.217799149,0.999162115
hsa-miR-550a-3-5p,3.631724234,0.45631968,0.370455823,1.231778939,0.218031673,0.999162115
hsa-miR-6516-3p,5.081808162,0.451891538,0.36719432,1.230660481,0.218449874,0.999162115
hsa-miR-1285-1-5p,94.03286676,0.486041252,0.404013598,1.203031914,0.228963971,0.999162115
hsa-miR-548ad-5p,10.27275468,0.484948928,0.403702331,1.201253723,0.229652796,0.999162115
hsa-miR-346-5p,7.972696865,-0.456165744,0.38431459,-1.186959214,0.235243709,0.999162115
hsa-miR-1254-1-5p,16.33753976,0.475847764,0.404574555,1.176168294,0.239527632,0.999162115
hsa-let-7b-5p,44.5774989,-0.455550281,0.391320642,-1.164135575,0.244369074,0.999162115
hsa-miR-342-5p,3.60391803,0.417141306,0.359425878,1.160576719,0.245814078,0.999162115
hsa-miR-5096-3p,122.5347737,0.448825476,0.404228115,1.110327212,0.266858051,0.999162115
hsa-miR-576-5p,12.14404754,-0.436299892,0.404818126,-1.077767679,0.281137447,0.999162115
hsa-miR-548b-5p,8.263333913,0.424467754,0.401271254,1.057807529,0.2901432,0.999162115
hsa-miR-1292-5p,6.667969456,0.409091551,0.390290754,1.04817126,0.294559709,0.999162115
hsa-miR-330-5p,7.449704049,-0.413634793,0.399746612,-1.03474246,0.300789201,0.999162115
hsa-miR-7704-5p,13.70964645,0.417825531,0.404705415,1.032418929,0.301875908,0.999162115
hsa-miR-17-5p,1880.113481,0.414766893,0.403465853,1.028009904,0.303945169,0.999162115
hsa-miR-7641-1-3p,100.7217256,0.408624539,0.402172078,1.01604403,0.30960842,0.999162115
hsa-miR-30c-2-3p,12.87404823,0.398068661,0.393081328,1.012687789,0.311209312,0.999162115
hsa-miR-550a-2-5p,4.383568514,0.384489065,0.379823026,1.01228477,0.311401915,0.999162115
hsa-miR-550a-1-5p,4.383568514,0.384489065,0.379823026,1.01228477,0.311401915,0.999162115
hsa-miR-378d-1-3p,113.8429948,-0.392262572,0.396040973,-0.990459569,0.321949542,0.999162115
hsa-miR-548l-5p,4.952275236,0.378976441,0.388962941,0.974325316,0.329895039,0.999162115
hsa-miR-3929-3p,28.1332335,0.38369001,0.39759716,0.965022006,0.334533789,0.999162115
hsa-miR-27a-3p,186.8207954,-0.344686949,0.360645136,-0.955751001,0.339198049,0.999162115
hsa-miR-320a-5p,43.62490493,0.380194833,0.403285159,0.94274442,0.345811647,0.999162115
hsa-miR-20a-5p,7718.120449,0.369671155,0.393553111,0.939317069,0.347567977,0.999162115
hsa-miR-148b-5p,6.709120277,0.366069234,0.390837079,0.936628723,0.348949572,0.999162115
hsa-miR-181a-1-5p,285.772831,0.328322243,0.355229542,0.92425377,0.355354206,0.999162115
hsa-miR-181a-2-5p,285.772831,0.328322243,0.355229542,0.92425377,0.355354206,0.999162115
hsa-miR-6087-3p,21.88702932,0.362595321,0.404819904,0.895695388,0.370415474,0.999162115
hsa-miR-577-5p,20.79880596,0.359816132,0.402987928,0.892870746,0.371926395,0.999162115
hsa-miR-4421-3p,5.209162806,-0.341172232,0.382186886,-0.892684299,0.372026261,0.999162115
hsa-miR-106a-5p,209.1355383,0.352008129,0.397380887,0.885820483,0.37571427,0.999162115
hsa-miR-1273d-5p,7.04110704,0.350217193,0.39754064,0.880959474,0.378339755,0.999162115
hsa-miR-548ae-2-5p,10.01547864,0.353329398,0.402402504,0.878049702,0.379916747,0.999162115
hsa-miR-548f-3-3p,6.562207303,0.342129444,0.391627454,0.873609449,0.382330978,0.999162115
hsa-miR-548f-2-3p,6.562207303,0.342129444,0.391627454,0.873609449,0.382330978,0.999162115
hsa-miR-3615-3p,46.30307392,0.328803508,0.387570072,0.848371769,0.39623096,0.999162115
hsa-let-7f-2-3p,8.20780656,-0.320396963,0.387202323,-0.827466532,0.407972684,0.999162115
hsa-miR-185-5p,151.464366,0.324194691,0.395109158,0.820519302,0.41192013,0.999162115
hsa-miR-4326-5p,4.093870089,0.30347669,0.37142456,0.81706145,0.413893312,0.999162115
hsa-miR-590-3p,13.15593424,-0.33040239,0.404725378,-0.816361927,0.414293165,0.999162115
hsa-miR-374b-5p,45.33741534,-0.313589461,0.384365483,-0.815862701,0.414578667,0.999162115
hsa-miR-191-3p,3.642997085,0.300823606,0.371100169,0.810626431,0.417580234,0.999162115
hsa-miR-7-1-5p,1879.145097,0.30241282,0.375448088,0.805471728,0.420547515,0.999162115
hsa-miR-7-3-5p,1878.158066,0.300848352,0.375370317,0.801470812,0.422859135,0.999162115
hsa-miR-7-2-5p,1878.485692,0.300446319,0.375448702,0.800232677,0.423576001,0.999162115
hsa-miR-98-5p,12.1131924,-0.316111,0.397624351,-0.794999096,0.426614028,0.999162115
hsa-let-7i-5p,83.84749173,-0.317094737,0.398985088,-0.794753355,0.426756989,0.999162115
hsa-miR-2110-3p,4.844641608,-0.294185566,0.370870076,-0.793230797,0.427643367,0.999162115
hsa-miR-566-3p,19.47973854,0.316697641,0.404736804,0.782477989,0.433933716,0.999162115
hsa-miR-769-5p,218.89074,-0.289096515,0.369893699,-0.781566478,0.434469394,0.999162115
hsa-miR-1273e-5p,41.87814815,0.312332067,0.404619708,0.771915112,0.440164706,0.999162115
hsa-miR-4508-5p,5.178710223,0.284961036,0.372446969,0.765104994,0.444209026,0.999162115
hsa-miR-144-3p,10.05414611,0.301487588,0.394393333,0.764433786,0.444608782,0.999162115
hsa-miR-421-3p,78.55674679,-0.280930998,0.370345698,-0.758564226,0.448113279,0.999162115
hsa-miR-378d-2-5p,103.1205818,-0.296066838,0.391844796,-0.755571698,0.44990603,0.999162115
hsa-miR-592-5p,28.14154839,-0.297881406,0.396189555,-0.751865872,0.452131723,0.999162115
hsa-miR-561-5p,10.49444716,0.300404537,0.400189283,0.750656126,0.452859634,0.999162115
hsa-miR-324-3p,14.1948767,0.301833188,0.403784574,0.747510447,0.454755499,0.999162115
hsa-miR-224-5p,166.4803871,-0.274685129,0.371258253,-0.739876155,0.459375144,0.999162115
hsa-miR-1278-3p,7.759998219,-0.293161487,0.398076798,-0.736444547,0.461460203,0.999162115
hsa-miR-4419a-3p,5.40845812,0.265865518,0.365433374,0.72753486,0.466898369,0.999162115
hsa-miR-24-1-3p,346.5219993,-0.265661715,0.36705776,-0.723759974,0.469213106,0.999162115
hsa-miR-218-1-3p,2.82440336,0.256025214,0.358484584,0.714187514,0.475111237,0.999162115
hsa-miR-34a-5p,59.65441907,-0.280168767,0.399625583,-0.701078157,0.483254241,0.999162115
hsa-miR-99a-5p,2495.234536,0.265732454,0.379802611,0.699659365,0.484140059,0.999162115
hsa-miR-24-2-3p,343.0243887,-0.25606645,0.366422786,-0.698827857,0.484659617,0.999162115
hsa-miR-7641-2-3p,329.7553407,0.273207545,0.391855665,0.697214738,0.485668417,0.999162115
hsa-miR-200c-3p,7.415986706,-0.273885658,0.400965964,-0.683064605,0.49456602,0.999162115
hsa-miR-3158-2-3p,4.960671967,-0.247112476,0.36784478,-0.671784647,0.501720804,0.999162115
hsa-miR-3158-1-3p,4.960671967,-0.247112476,0.36784478,-0.671784647,0.501720804,0.999162115
hsa-miR-23a-3p,42.43496685,-0.265689879,0.397278954,-0.668774111,0.503639584,0.999162115
hsa-miR-95-3p,21.63389076,0.265586805,0.39862546,0.666256505,0.505247162,0.999162115
hsa-miR-30d-3p,5.582604731,0.261242853,0.394976472,0.661413708,0.508347037,0.999162115
hsa-miR-874-3p,6.611700361,0.257682487,0.39248036,0.656548744,0.511471116,0.999162115
hsa-miR-148b-3p,995.8976269,-0.245762555,0.37798644,-0.650188813,0.515570266,0.999162115
hsa-miR-1273d-3p,11.5575956,0.256471016,0.394628368,0.64990517,0.515753479,0.999162115
hsa-miR-29b-1-3p,6.81434238,-0.25576014,0.397738826,-0.643035387,0.520201139,0.999162115
hsa-miR-146a-5p,6.313682041,-0.250742713,0.393631778,-0.636998148,0.52412605,0.999162115
hsa-miR-1246-5p,14748.03904,0.238287549,0.374485172,0.636307034,0.524576321,0.999162115
hsa-miR-191-5p,857.6172288,0.247118557,0.388587537,0.635940512,0.524815196,0.999162115
hsa-miR-618-5p,9.183471783,0.255063564,0.404116048,0.631164155,0.527933197,0.999162115
hsa-miR-4497-5p,33.54355191,0.251663063,0.402645231,0.625024323,0.531955095,0.999162115
hsa-miR-339-3p,19.6337279,0.248733454,0.399309745,0.622908548,0.533344621,0.999162115
hsa-miR-222-3p,233.6860322,-0.250971481,0.403166726,-0.622500481,0.533612827,0.999162115
hsa-miR-1307-5p,63.24567752,-0.248402444,0.400025113,-0.620967126,0.534621253,0.999162115
hsa-miR-106b-5p,255.7918069,0.236529848,0.382289576,0.618719062,0.53610145,0.999162115
hsa-miR-1250-5p,31.96817696,-0.245736605,0.400643132,-0.613355342,0.539641408,0.999162115
hsa-miR-4459-5p,7.91826884,0.233011835,0.386033626,0.603605021,0.546106274,0.999162115
hsa-miR-10b-3p,15.65437868,0.243657009,0.403809763,0.603395538,0.54624559,0.999162115
hsa-miR-29b-2-3p,6.896891426,-0.23986203,0.398405505,-0.602055009,0.547137521,0.999162115
hsa-miR-22-3p,734.5393431,0.236142589,0.396882962,0.594993013,0.551848142,0.999162115
hsa-let-7a-2-5p,706.4035116,0.227388946,0.383272404,0.593282854,0.552991871,0.999162115
hsa-let-7a-1-5p,668.2721156,0.226826589,0.382782613,0.592572862,0.553467045,0.999162115
hsa-let-7a-3-5p,672.9625504,0.226209279,0.382971207,0.590669154,0.554742119,0.999162115
hsa-miR-196a-2-5p,254.5462809,0.221138544,0.376198346,0.587824338,0.556650206,0.999162115
hsa-miR-422a-5p,13.25874452,0.236598333,0.40475252,0.584550612,0.558849924,0.999162115
hsa-miR-1271-5p,6.208942398,0.223020122,0.382671773,0.582797422,0.560029681,0.999162115
hsa-miR-425-3p,17.30789865,-0.234582864,0.404284886,-0.580241489,0.561751779,0.999162115
hsa-miR-1260b-5p,5.821682842,0.220632099,0.382014707,0.577548704,0.563568847,0.999162115
hsa-miR-196a-1-5p,244.4724241,0.216163854,0.374628996,0.577007804,0.563934183,0.999162115
hsa-miR-92a-1-3p,8842.17886,-0.225643383,0.391676762,-0.576095915,0.564550352,0.999162115
hsa-miR-8485-3p,11.69649746,0.142530726,0.247545699,0.575775409,0.564766997,0.999162115
