,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hsa-miR-363-3p,30.37360159,-1.485624007,0.43693342,-3.400115303,0.000673574,0.210383321
hsa-miR-148a-3p,29601.23484,-1.241638369,0.39816631,-3.118391326,0.001818412,0.210383321
hsa-miR-203a-3p,688.2431401,-1.085001132,0.348802527,-3.110645848,0.001866787,0.210383321
hsa-miR-934-5p,14.18924905,1.380788164,0.457970282,3.015016956,0.002569649,0.210383321
hsa-miR-222-3p,1896.572273,0.917054825,0.315071829,2.910621459,0.003607107,0.210383321
hsa-miR-92a-1-5p,3.85996545,-1.373688579,0.473801265,-2.899292761,0.003740055,0.210383321
hsa-miR-26a-2-3p,5.381404292,-1.355399378,0.472669556,-2.8675411,0.004136751,0.210383321
hsa-miR-210-3p,110.0044304,0.991021354,0.377475621,2.62539168,0.008654934,0.344826156
hsa-miR-10b-5p,3033.896511,-1.060986589,0.404503124,-2.622937934,0.008717515,0.344826156
hsa-miR-20b-5p,8.655888834,-1.18074913,0.465494441,-2.536548293,0.01119513,0.39854663
hsa-miR-92a-1-3p,3268.602908,-0.95989013,0.398047327,-2.411497492,0.015887161,0.463390172
hsa-miR-92a-2-3p,3242.027808,-0.95663496,0.398142825,-2.402743188,0.016272611,0.463390172
hsa-miR-574-5p,111.3913335,0.857545716,0.359044924,2.388407852,0.016921551,0.463390172
hsa-miR-221-3p,4135.679686,0.746808493,0.321649574,2.321807813,0.020243286,0.514757853
hsa-miR-450b-5p,113.3133693,-0.863867602,0.395941147,-2.181808101,0.029123698,0.691202444
hsa-miR-146a-5p,315.42482,-0.939122052,0.435607897,-2.155888493,0.031092373,0.691805305
hsa-miR-4497-5p,11.23151423,0.99678217,0.4720358,2.111666468,0.034715067,0.726974345
hsa-miR-132-3p,20.53413432,-0.837314599,0.40916959,-2.046375436,0.040719447,0.746274194
hsa-miR-10a-5p,9660.859297,-0.775014593,0.381942102,-2.029141563,0.042443874,0.746274194
hsa-miR-582-3p,14.61716254,0.85202338,0.432846578,1.968418889,0.04901986,0.746274194
hsa-miR-149-5p,33.06081308,0.860221125,0.440726172,1.951826734,0.050958779,0.746274194
hsa-miR-1224-5p,6.15904504,0.920918834,0.474132436,1.942324051,0.052097883,0.746274194
hsa-miR-574-3p,27.96012645,0.831514141,0.436422705,1.905295329,0.056741692,0.746274194
hsa-miR-1301-3p,9.477477053,-0.857153432,0.450669443,-1.901955958,0.057176913,0.746274194
hsa-miR-320d-2-3p,92.46099831,0.81832987,0.438210093,1.867437292,0.061840546,0.746274194
hsa-miR-5096-3p,9.212428852,0.853516962,0.45838877,1.861993614,0.06260399,0.746274194
hsa-miR-1299-3p,4.054250138,0.867504241,0.474450757,1.828438944,0.067483701,0.746274194
hsa-miR-320d-1-3p,91.8903079,0.802341618,0.440551336,1.821221622,0.068573175,0.746274194
