Cavin-1 Pellet,,,Average Cell,,PC3_Exosome_CAV1_23.3,PC3_Exosome_CAV1_4.3,PC3_Exosome_CAV1_6.3,
10.72296,22.63278,30.03046,21.12873333,hsa-miR-4683-3p,32.69741267,2.21737672,2.379654229,12.43148121
17.87161,13.57967,32.533,21.32809333,hsa-miR-1247-3p,0,0,0.475930846,0.158643615
33.36033,15.84294,15.01523,21.40616667,hsa-miR-27b-5p,31.21116663,14.96729286,27.12805821,24.4355059
20.25449,9.053111,35.03553,21.44771033,hsa-miR-1278-3p,10.40372221,47.67359948,49.49680797,35.85804322
13.10585,33.94917,17.51777,21.52426333,hsa-miR-935-3p,16.34870633,12.19557196,9.518616917,12.68763174
26.21169,13.57967,30.03046,23.27394,hsa-miR-1273a-3p,81.74353166,13.8586045,8.566755226,34.7229638
20.25449,2.263278,47.54822,23.35532933,hsa-miR-5095-3p,2.97249206,8.86950688,5.71117015,5.851056363
11.91441,38.47572,20.0203,23.47014333,hsa-miR-548x-2-3p,22.29369045,0,0.951861692,7.748517381
23.82881,4.526556,42.54315,23.63283867,hsa-miR-29c-5p,1.48624603,11.64122778,17.13351045,10.08699475
3.574322,58.84522,10.01015,24.14323067,hsa-miR-1224-5p,17.83495236,4.98909762,9.042686072,10.62224535
26.21169,29.42261,17.51777,24.38402333,hsa-miR-454-5p,62.42233327,49.8909762,75.67300449,62.66210465
26.21169,22.63278,25.02538,24.62328333,hsa-miR-132-5p,8.917476181,77.05384102,48.54494628,44.83875449
23.82881,15.84294,35.03553,24.90242667,hsa-miR-6747-3p,28.23867457,25.49983228,26.17619652,26.63823446
22.63737,11.31639,42.54315,25.49897,hsa-miR-4324-3p,40.12864282,1.66303254,2.379654229,14.72377653
39.31754,0,37.53807,25.61853667,hsa-miR-8086-3p,10.40372221,7.20647434,1.903723383,6.504639978
13.10585,9.053111,55.05584,25.738267,hsa-miR-1277-5p,13.37621427,57.65179472,28.55585075,33.19461991
7.148643,45.26556,25.02538,25.81319433,hsa-miR-381-3p,28.23867457,2.21737672,1.427792538,10.62794794
11.91441,36.21244,30.03046,26.05243667,hsa-miR-3065-5p,49.046119,6.65213016,4.759308459,20.15251921
19.06305,31.68589,27.52792,26.09228667,hsa-miR-193a-3p,7.431230151,4.43475344,3.331515921,5.065833171
19.06305,2.263278,57.55838,26.29490267,hsa-miR-3159-3p,8.917476181,13.8586045,7.138962688,9.971681123
38.1261,4.526556,37.53807,26.730242,hsa-miR-619-5p,7.431230151,4.43475344,4.283377613,5.383120401
11.91441,22.63278,47.54822,27.36513667,hsa-miR-140-5p,35.66990473,404.6712514,212.7410881,217.6940814
13.10585,54.31867,15.01523,27.47991667,hsa-miR-1304-3p,32.69741267,50.44532038,65.20252588,49.44841964
66.72067,6.789833,10.01015,27.84021767,hsa-miR-3195-5p,1.48624603,9.42385106,14.75385622,8.554651103
40.50898,15.84294,27.52792,27.95994667,hsa-miR-331-5p,109.9822062,74.8364643,67.58218011,84.13361687
25.02025,11.31639,47.54822,27.96162,hsa-miR-1301-3p,46.07362694,168.5206307,183.7093065,132.7678547
39.31754,13.57967,32.533,28.47673667,hsa-miR-32-3p,17.83495236,53.21704128,39.97819105,37.01006156
33.36033,20.3695,32.533,28.75427667,hsa-miR-33a-5p,7.431230151,82.04293864,17.6094413,35.6945367
10.72296,61.1085,15.01523,28.94889667,hsa-miR-129-2-5p,63.9085793,25.49983228,36.17074429,41.85971862
10.72296,61.1085,15.01523,28.94889667,hsa-miR-129-1-5p,63.9085793,25.49983228,35.69481344,41.70107501
29.78601,24.89606,32.533,29.07169,hsa-miR-576-5p,10.40372221,64.30392488,46.6412229,40.44962333
52.42338,22.63278,12.51269,29.18961667,hsa-miR-320a-5p,31.21116663,3.88040926,7.138962688,14.07684619
21.44593,38.47572,30.03046,29.98403667,hsa-miR-324-3p,57.96359518,80.93425028,47.59308459,62.16364335
25.02025,22.63278,42.54315,30.06539333,hsa-miR-324-5p,14.8624603,43.79319022,49.02087712,35.89217588
57.18915,9.053111,30.03046,32.090907,hsa-miR-5096-5p,46.07362694,5.5434418,2.379654229,17.99890766
23.82881,40.739,32.533,32.36693667,hsa-miR-877-5p,46.07362694,116.966622,137.5440145,100.1947545
28.59457,13.57967,55.05584,32.41002667,hsa-miR-671-5p,46.07362694,54.32572964,37.59853682,45.9992978
63.14635,4.526556,35.03553,34.23614533,hsa-miR-1248-5p,1.48624603,4.98909762,6.187100996,4.220814882
60.76347,27.15933,15.01523,34.31267667,hsa-miR-6087-3p,83.22977769,3.88040926,4.283377613,30.46452152
17.87161,24.89606,65.06599,35.94455333,hsa-miR-874-3p,29.7249206,109.7601476,85.66755226,75.05087349
46.46618,24.89606,40.04061,37.13428333,hsa-miR-6868-3p,16.34870633,8.86950688,6.663031842,10.62708168
17.87161,43.00228,52.5533,37.80906333,hsa-miR-422a-5p,112.9546983,60.42351562,53.30425474,75.56082289
28.59457,67.89833,17.51777,38.00355667,hsa-miR-147b-3p,38.64239679,9.97819524,8.566755226,19.06244909
27.40313,18.10622,70.07107,38.52680667,hsa-miR-30c-2-3p,98.092238,241.6940625,227.9708752,189.2523919
25.02025,33.94917,57.55838,38.8426,hsa-miR-4677-3p,17.83495236,42.68450186,37.12260598,32.5473534
9.531524,74.68817,32.533,38.91756467,hsa-miR-873-5p,50.53236503,2.7717209,2.379654229,18.56124672
15.48873,56.58194,45.04569,39.03878667,hsa-miR-143-3p,219.9644125,65.96695742,57.58763235,114.5063341
22.63737,72.42489,25.02538,40.02921333,hsa-miR-1287-5p,52.01861106,11.0868836,5.71117015,22.93888827
25.02025,65.63506,32.533,41.06277,hsa-miR-576-3p,86.20226975,75.39080848,57.58763235,73.06023686
36.93466,9.053111,77.57868,41.188817,hsa-let-7i-3p,14.8624603,0,0.475930846,5.112797049
33.36033,33.94917,60.06091,42.45680333,hsa-miR-132-3p,95.11974594,156.3250588,121.8382965,124.4277004
25.02025,61.1085,42.54315,42.89063333,hsa-miR-194-1-5p,54.99110312,47.1192553,42.83377613,48.31471152
28.59457,29.42261,72.5736,43.53026,hsa-miR-222-5p,65.39482533,25.49983228,32.83922837,41.24462866
9.531524,104.1108,17.51777,43.72003133,hsa-miR-378g-5p,108.4959602,41.02146932,49.49680797,66.33807916
32.16889,22.63278,80.08122,44.96096333,hsa-miR-3912-3p,23.77993648,21.06507884,8.566755226,17.80392352
23.82881,81.478,35.03553,46.78078,hsa-miR-130b-3p,120.3859284,91.4667897,42.35784528,84.73685446
117.9526,11.31639,15.01523,48.09474,hsa-miR-4532-5p,13.37621427,0.55434418,0.475930846,4.802163099
44.0833,11.31639,90.09137,48.49702,hsa-miR-15a-5p,38.64239679,231.1615231,66.63031842,112.1447461
21.44593,27.15933,97.59899,48.73475,hsa-miR-934-5p,80.25728563,0,0,26.75242854
41.70042,47.52883,57.55838,48.92921,hsa-miR-301a-5p,43.10113488,102.5536733,83.76382887,76.47287902
40.50898,36.21244,70.07107,48.93083,hsa-miR-98-3p,54.99110312,0,0,18.33036771
27.40313,22.63278,97.59899,49.21163333,hsa-miR-29c-3p,57.96359518,29.38024154,16.18164876,34.50849516
69.10355,9.053111,70.07107,49.40924367,hsa-miR-17-3p,29.7249206,123.064408,79.95638211,77.58190357
52.42338,13.57967,82.58376,49.52893667,hsa-miR-31-3p,10.40372221,12.19557196,9.994547763,10.86461398
69.10355,54.31867,27.52792,50.31671333,hsa-miR-4664-3p,34.1836587,19.95639048,28.55585075,27.56529998
47.65762,56.58194,47.54822,50.59592667,hsa-miR-505-3p,62.42233327,137.4773566,116.6030572,105.5009157
32.16889,52.05539,75.07614,53.10014,hsa-miR-6510-3p,20.80744442,0,0.951861692,7.253102037
73.86931,13.57967,75.07614,54.17504,hsa-miR-1285-1-5p,31.21116663,12.19557196,6.187100996,16.53127986
75.06075,49.79211,40.04061,54.96449,hsa-miR-125b-2-3p,11.88996824,217.8572627,242.7247314,157.4906541
38.1261,81.478,50.05076,56.55162,hsa-miR-548x-3p,41.61488885,0,0.475930846,14.03027323
128.6756,20.3695,22.52284,57.18931333,hsa-miR-363-3p,1.48624603,101.4449849,78.05265872,60.32796322
53.61482,63.37178,57.55838,58.18166,hsa-miR-330-5p,34.1836587,39.35843678,30.93550498,34.82586682
50.0405,29.42261,100.1015,59.85487,hsa-miR-374b-3p,14.8624603,50.99966456,71.38962688,45.75058391
42.89186,74.68817,62.56345,60.04782667,hsa-miR-501-3p,228.8818887,258.8787321,324.108906,270.6231756
34.55178,49.79211,100.1015,61.48179667,hsa-miR-582-3p,22.29369045,153.5533379,219.8800508,131.9090264
47.65762,63.37178,75.07614,62.03518,hsa-miR-548k-5p,37.15615076,98.67326404,81.38417464,72.40452981
11.91441,144.8498,30.03046,62.26489,hsa-miR-760-3p,105.5234681,41.02146932,37.12260598,61.22251447
70.29499,15.84294,105.1066,63.74817667,hsa-miR-34a-5p,20.80744442,605.8981888,421.1987986,349.3014773
51.23194,52.05539,95.09645,66.12792667,hsa-let-7a-2-3p,50.53236503,0.55434418,0,17.02890307
61.95491,81.478,55.05584,66.16291667,hsa-miR-139-5p,69.85356342,10.53253942,8.566755226,29.65095269
60.76347,13.57967,127.6294,67.32418,hsa-miR-590-3p,14.8624603,118.6296545,74.24521196,69.24577559
66.72067,67.89833,77.57868,70.73256,hsa-miR-340-3p,19.32119839,307.1066757,191.8001309,172.7426683
91.74092,27.15933,100.1015,73.00058333,hsa-let-7f-1-3p,77.28479357,0,0,25.76159786
38.1261,83.74128,97.59899,73.15545667,hsa-miR-342-3p,99.57848403,111.9775244,163.2442801,124.9334295
108.4211,13.57967,97.59899,73.19992,hsa-miR-1275-5p,4.458738091,41.5758135,22.36874976,22.80110045
52.42338,18.10622,150.1523,73.56063333,hsa-miR-362-5p,25.26618251,276.6177458,331.7237996,211.202576
85.78372,31.68589,105.1066,74.19207,hsa-miR-18a-5p,62.42233327,1134.188192,440.2360324,545.6155192
94.1238,61.1085,70.07107,75.10112333,hsa-miR-30d-3p,37.15615076,37.69540424,60.91914827,45.25690109
20.25449,185.5888,22.52284,76.12204333,hsa-miR-125a-3p,216.9919204,19.4020463,28.55585075,88.31660582
38.1261,97.32095,95.09645,76.84783333,hsa-miR-194-2-5p,121.8721745,83.70597118,59.49135573,88.35650047
58.38059,122.217,50.05076,76.88278333,hsa-miR-7641-2-5p,387.9102139,18.29335794,24.27247314,143.492015
101.2724,29.42261,100.1015,76.93217,hsa-miR-5096-3p,35.66990473,13.8586045,7.614893534,19.04780092
66.72067,45.26556,120.1218,77.36934333,hsa-let-7e-3p,37.15615076,14.96729286,13.32606368,21.81650243
64.33779,108.6373,60.06091,77.67866667,hsa-miR-215-5p,74.31230151,183.4879236,180.3777906,146.0593386
34.55178,81.478,125.1269,80.38556,hsa-miR-335-5p,466.6812535,0.55434418,0.475930846,155.9038428
132.2499,52.05539,57.55838,80.62122333,hsa-miR-4497-5p,89.17476181,22.1737672,7.614893534,39.65447418
11.91441,199.1684,37.53807,82.87362667,hsa-miR-6131-3p,115.9271904,8.86950688,13.80199453,46.19956394
60.76347,81.478,110.1117,84.11772333,hsa-miR-625-3p,138.2208808,189.5857096,97.08989256,141.632161
64.33779,38.47572,150.1523,84.32193667,hsa-miR-378a-5p,65.39482533,133.0426032,81.38417464,93.27386772
86.97516,81.478,100.1015,89.51822,hsa-miR-671-3p,53.50485709,24.39114392,59.49135573,45.79578558
25.02025,88.26783,162.665,91.98436,hsa-miR-574-3p,181.3220157,26.60852064,37.12260598,81.68438077
101.2724,49.79211,135.1371,95.40053667,hsa-miR-126-5p,37.15615076,58.2061389,41.40598359,45.58942442
11.91441,269.3301,5.005076,95.41652867,hsa-miR-320e-3p,640.572039,15.52163704,9.518616917,221.8707643
32.16889,190.1153,70.07107,97.45175333,hsa-miR-378e-3p,130.7896507,79.82556192,64.72659504,91.78060255
51.23194,129.0068,112.6142,97.61764667,hsa-miR-378f-3p,227.3956426,103.1080175,92.80651494,141.1033917
59.57203,135.7967,100.1015,98.49007667,hsa-miR-193a-5p,824.8665468,21.61942302,19.51316468,288.6663782
88.1666,135.7967,92.59391,105.51907,hsa-miR-200b-5p,570.7184756,0,0,190.2394919
101.2724,70.16161,147.6497,106.3612367,hsa-miR-181c-3p,44.58738091,55.98876218,54.73204728,51.76939679
107.2296,101.8475,112.6142,107.2304333,hsa-miR-652-3p,199.1569681,390.8126469,287.4622309,292.477282
63.14635,122.217,142.6447,109.3360167,hsa-miR-941-1-3p,93.6334999,207.3247233,411.2042508,237.3874913
63.14635,122.217,142.6447,109.3360167,hsa-miR-941-4-3p,93.6334999,207.3247233,411.2042508,237.3874913
63.14635,122.217,142.6447,109.3360167,hsa-miR-941-3-3p,93.6334999,207.3247233,411.2042508,237.3874913
63.14635,122.217,142.6447,109.3360167,hsa-miR-941-2-3p,93.6334999,207.3247233,411.2042508,237.3874913
63.14635,122.217,142.6447,109.3360167,hsa-miR-941-5-3p,93.6334999,207.3247233,411.2042508,237.3874913
90.54948,124.4803,115.1168,110.04886,hsa-miR-1269a-3p,115.9271904,0,0.475930846,38.80104042
113.1868,95.05767,127.6294,111.9579567,hsa-miR-1296-5p,29.7249206,215.639886,179.4259289,141.5969118
75.06075,36.21244,227.731,113.0013967,hsa-miR-200c-3p,121.8721745,18.29335794,10.94640946,50.3706473
120.3355,79.21472,142.6447,114.0649733,hsa-miR-328-3p,280.9004997,259.9874204,172.7628971,237.8836057
59.57203,174.2724,117.6193,117.1545767,hsa-miR-548o-3p,38.64239679,95.90154314,150.8700781,95.13800601
59.57203,174.2724,117.6193,117.1545767,hsa-miR-548o-2-3p,38.64239679,95.90154314,150.8700781,95.13800601
61.95491,199.1684,92.59391,117.90574,hsa-miR-502-3p,353.7265552,358.6606845,289.8418851,334.0763749
100.081,119.9537,142.6447,120.8931333,hsa-miR-193b-3p,72.82605548,102.5536733,98.99361594,91.45778157
114.3783,133.5334,115.1168,121.0095,hsa-miR-181a-2-3p,93.6334999,48.78228784,94.71023833,79.04200869
148.9301,33.94917,180.1827,121.0206567,hsa-miR-106a-5p,254.1480712,708.4518621,286.0344384,416.2114572
140.59,22.63278,200.203,121.1419267,hsa-miR-181c-5p,40.12864282,23.28245556,16.65757961,26.68955933
152.5044,45.26556,170.1726,122.64752,hsa-miR-3613-5p,62.42233327,774.4188195,315.06622,383.9691243
83.40084,142.5865,142.6447,122.8773467,hsa-miR-589-5p,138.2208808,85.9233479,106.1325786,110.0922691
172.7589,70.16161,127.6294,123.5166367,hsa-miR-27a-5p,99.57848403,18.29335794,35.21888259,51.03024152
113.1868,117.6904,142.6447,124.5073,hsa-miR-197-3p,162.0008173,192.9117746,303.1679488,219.3601802
98.88956,47.52883,232.736,126.3847967,hsa-miR-499a-5p,129.3034046,51.55400874,22.8446806,67.90069798
119.1441,113.1639,150.1523,127.4867667,hsa-miR-148b-5p,49.046119,78.16252938,94.71023833,73.97296224
146.5472,101.8475,140.1421,129.5122667,hsa-miR-181a-1-3p,34.1836587,141.3577659,196.0835085,123.8749777
169.1846,124.4803,97.59899,130.4212967,hsa-miR-7641-1-5p,205.1019522,13.30426032,56.15983981,91.52201744
102.4639,113.1639,180.1827,131.9368333,hsa-miR-331-3p,59.44984121,143.0207984,134.2124985,112.2277127
76.25219,185.5888,152.6548,138.1652633,hsa-miR-339-3p,231.8543807,160.7598122,84.23975972,158.9513175
91.74092,192.3786,132.6345,138.9180067,hsa-miR-10a-3p,536.5348169,337.0412615,236.0616996,369.8792593
81.01796,205.9583,132.6345,139.8702533,hsa-miR-149-5p,84.71602372,205.1073466,159.9127642,149.9120448
162.0359,167.4826,92.59391,140.7041367,hsa-miR-744-5p,326.9741267,1128.090406,912.3594315,789.1413214
100.081,65.63506,260.264,141.9933533,hsa-miR-365b-3p,92.14725387,86.47769208,86.61941395,88.41478663
100.081,65.63506,260.264,141.9933533,hsa-miR-365a-3p,92.14725387,86.47769208,86.61941395,88.41478663
96.50668,187.8521,147.6497,144.0028267,hsa-miR-7641-1-3p,377.5064917,83.151627,50.92460051,170.5275731
108.4211,151.6396,185.1878,148.4161667,hsa-miR-500a-3p,326.9741267,572.0831938,596.3413499,498.4662235
117.9526,169.7458,167.6701,151.7895,hsa-miR-421-3p,475.5987297,234.4875881,246.0562473,318.7141884
194.2048,97.32095,170.1726,153.89945,hsa-let-7b-3p,277.9280077,0.55434418,0,92.82745063
101.2724,70.16161,295.2995,155.5778367,hsa-miR-455-5p,17.83495236,197.3465281,222.7356359,145.9723721
95.31524,219.5379,152.6548,155.83598,hsa-miR-130a-3p,303.1941902,16.6303254,5.71117015,108.5118953
72.67787,307.8058,90.09137,156.8583467,hsa-miR-629-5p,642.0582851,751.6907081,982.7971967,792.1820633
182.2904,126.7436,165.1675,158.0671667,hsa-miR-140-3p,182.8082617,1939.650286,1552.010488,1224.823012
114.3783,210.4848,165.1675,163.3435333,hsa-miR-22-5p,252.6618251,17.73901376,10.47047861,93.62377249
108.4211,219.5379,182.6853,170.2147667,hsa-miR-361-5p,1116.170769,294.3567596,158.9609025,523.1628104
83.40084,95.05767,342.8477,173.7687367,hsa-miR-651-5p,47.55987297,0.55434418,0.951861692,16.35535961
195.3962,92.79439,247.7513,178.6472967,hsa-miR-330-3p,274.9555156,154.107682,172.2869662,200.4500546
129.867,133.5334,307.8122,190.4042,hsa-miR-374a-5p,74.31230151,202.8899699,231.7783219,169.6601978
209.6935,22.63278,342.8477,191.72466,hsa-miR-454-3p,62.42233327,221.737672,444.51941,242.8931384
25.02025,411.9166,140.1421,192.35965,hsa-miR-3182-5p,535.0485709,32.15196244,28.55585075,198.5854614
175.1418,169.7458,235.2386,193.3754,hsa-miR-152-3p,306.1666822,123.064408,156.5812483,195.2707795
206.1192,201.4317,175.1777,194.2428667,hsa-miR-1307-5p,144.1658649,301.0088897,189.4204767,211.5317438
268.0741,74.68817,250.2538,197.6720233,hsa-miR-130b-5p,187.2669998,514.4313991,697.2386892,466.3123627
444.4073,0,152.6548,199.0207,hsa-miR-5701-1-5p,0,11.64122778,6.663031842,6.101419874
444.4073,0,152.6548,199.0207,hsa-miR-5701-2-5p,0,11.64122778,6.663031842,6.101419874
444.4073,0,152.6548,199.0207,hsa-miR-5701-3-5p,0,11.64122778,6.663031842,6.101419874
63.14635,461.7087,92.59391,205.81632,hsa-miR-196a-1-5p,711.9118485,505.007548,605.3840359,607.4344775
40.50898,391.5471,210.2132,214.08976,hsa-miR-574-5p,102.5509761,40.46712514,72.34148857,71.78652994
222.7994,2.263278,417.9239,214.3288593,hsa-miR-4521-5p,5.944984121,1522.783463,1521.550914,1016.759787
148.9301,99.58422,395.401,214.63844,hsa-miR-9-3-5p,54.99110312,1430.207984,1822.81514,1102.671409
148.9301,99.58422,395.401,214.63844,hsa-miR-9-2-5p,54.99110312,1430.207984,1822.81514,1102.671409
148.9301,99.58422,395.401,214.63844,hsa-miR-9-1-5p,54.99110312,1430.207984,1822.81514,1102.671409
138.2071,339.4917,180.1827,219.2938333,hsa-miR-425-3p,303.1941902,79.82556192,64.25066419,149.0901388
67.91211,497.9211,95.09645,220.3098867,hsa-miR-196a-2-5p,747.5817532,535.4964779,631.0843016,638.0541776
156.0787,332.7018,187.6904,225.4903,hsa-miR-345-5p,304.6804362,272.1829924,157.53311,244.7988462
194.2048,255.7504,252.7563,234.2371667,hsa-miR-95-3p,211.0469363,76.49949684,121.3623657,136.3029329
229.948,110.9006,365.3706,235.4064,hsa-miR-15b-5p,219.9644125,715.1039922,362.1833737,432.4172595
172.7589,344.0182,200.203,238.9933667,hsa-miR-7706-3p,162.0008173,375.2910099,435.9526548,324.4148273
115.5697,160.6927,442.9492,239.7372,hsa-miR-28-5p,292.790468,316.5305268,146.5867005,251.9692318
131.0585,516.0273,100.1015,249.0624333,hsa-miR-146a-5p,361.1577853,4.43475344,2.855585075,122.8160413
250.2025,63.37178,442.9492,252.1744933,hsa-let-7f-2-3p,84.71602372,21.61942302,11.4223403,39.25259568
257.3512,119.9537,392.8985,256.7344667,hsa-miR-660-5p,266.0380394,686.2780949,429.7655538,460.693896
294.2858,13.57967,465.4721,257.77919,hsa-miR-3607-3p,4.458738091,44.3475344,39.02632936,29.27753395
190.6305,350.8081,235.2386,258.8924,hsa-miR-15b-3p,350.7540631,235.5962765,153.7256632,246.6920009
158.4616,334.9651,290.2944,261.2403667,hsa-miR-196b-5p,609.3608724,1636.424019,1685.747056,1310.510649
195.3962,156.1662,435.4416,262.3346667,hsa-miR-4791-5p,118.8996824,272.7373366,195.1316468,195.5895553
225.1823,414.1798,155.1574,264.8398333,hsa-miR-1180-3p,300.2216981,1031.080175,845.2531823,725.5183518
115.5697,296.4894,392.8985,268.3192,hsa-miR-4454-5p,315.0841584,133.5969474,47.11715374,165.2660865
29.78601,728.7754,50.05076,269.53739,hsa-miR-320d-2-3p,864.9951896,42.13015768,30.45957414,312.5283071
29.78601,728.7754,50.05076,269.53739,hsa-miR-320d-1-3p,864.9951896,42.13015768,30.45957414,312.5283071
347.9006,196.9052,297.802,280.8692667,hsa-miR-151b-3p,72.82605548,66.5213016,48.54494628,62.63076779
182.2904,129.0068,548.0558,286.451,hsa-miR-339-5p,130.7896507,610.8872864,322.2051827,354.6273733
134.6328,436.8126,292.797,288.0808,hsa-miR-378d-2-5p,451.8187932,248.3461926,208.4577105,302.8742321
137.0157,432.2861,297.802,289.0346,hsa-miR-378d-1-3p,447.3600551,247.2375043,202.2706095,298.9560563
150.1215,160.6927,578.0863,296.3001667,hsa-miR-424-5p,267.5242854,196.2378397,85.66755226,183.1432258
195.3962,169.7458,545.5533,303.5651,hsa-miR-126-3p,404.2589202,580.9527007,251.2914866,412.1677025
244.2453,346.2815,340.3452,310.2906667,hsa-miR-185-5p,1737.421609,1639.750084,775.2913479,1384.154347
362.1979,167.4826,450.4569,326.7124667,hsa-miR-141-3p,176.8632776,1.10868836,0.475930846,59.48263227
394.3668,359.8612,252.7563,335.6614333,hsa-let-7d-3p,1291.5478,2.7717209,1.903723383,432.0744148
52.42338,878.1518,82.58376,337.7196467,hsa-miR-320c-2-3p,1102.794554,120.2926871,94.23430748,439.1071829
4.765762,1027.528,15.01523,349.1029973,hsa-miR-122-5p,1851.862554,1.10868836,3.807446767,618.9262297
145.3557,144.8498,770.7817,353.6624,hsa-miR-484-5p,1226.152975,2042.203959,921.8780485,1396.744994
397.9411,90.53111,590.599,359.6904033,hsa-miR-374a-3p,40.12864282,150.781617,330.7719379,173.8940659
457.5132,108.6373,540.5482,368.8995667,hsa-miR-148a-5p,60.93608724,518.8661525,658.2123598,412.6715332
175.1418,511.5008,450.4569,379.0331667,hsa-miR-24-2-5p,471.1399916,8.3151627,8.09082438,162.5153262
658.8666,4.526556,558.066,407.153052,hsa-miR-7974-3p,5.944984121,207.8790675,272.2324438,162.0188318
720.8215,298.7527,207.7107,409.0949667,hsa-miR-615-3p,218.4781664,1530.544281,853.8199375,867.6141283
459.896,181.0622,600.6091,413.8557667,hsa-miR-542-3p,130.7896507,329.2804429,224.6393593,228.2364843
378.8781,452.6556,410.4162,413.9833,hsa-miR-181d-5p,768.3891976,87.58638044,154.6775249,336.8843676
442.0244,230.8543,593.1015,421.9934,hsa-miR-450b-5p,135.2483888,360.8780612,433.0970697,309.7411732
325.2633,676.7201,332.8376,444.9403333,hsa-miR-28-3p,1672.026784,488.9315668,613.4748603,924.8110704
471.8104,588.4522,300.3046,453.5224,hsa-miR-7641-2-3p,957.1424435,370.3019123,122.3142274,483.2528611
473.0019,260.2769,643.1523,458.8103667,hsa-miR-769-5p,208.0744442,1852.063905,1676.70437,1245.61424
383.6438,262.5402,740.7513,462.3117667,hsa-miR-32-5p,225.9093966,1005.580343,426.4340379,552.6412592
428.9186,208.2216,758.269,465.1364,hsa-miR-106b-5p,408.7176583,2694.112715,848.5846982,1317.138357
365.7722,325.912,788.2995,493.3279,hsa-miR-335-3p,245.230595,1.66303254,2.855585075,83.24973754
79.82651,1292.332,117.6193,496.5926033,hsa-miR-320c-1-3p,1563.530824,187.922677,154.2015941,635.218365
320.4975,676.7201,560.5685,519.2620333,hsa-miR-503-5p,936.334999,282.7155318,178.4740672,465.8415327
483.7249,178.7989,905.9188,522.8142,hsa-miR-135b-5p,185.7807538,0.55434418,0,62.11169933
486.1077,443.6024,685.6954,538.4685,hsa-miR-361-3p,243.744349,274.9547133,377.8890916,298.862718
250.2025,278.3832,1098.614,542.3999,hsa-miR-16-1-5p,821.8940547,1451.827407,905.6963997,1059.805954
658.8666,49.79211,963.4772,557.3786367,hsa-miR-19a-3p,172.4045395,1034.960584,428.3377613,545.2342949
408.6641,631.4545,650.6599,563.5928333,hsa-miR-106b-3p,887.2888801,970.6566592,1264.072327,1040.672622
612.4004,258.0137,975.9899,615.468,hsa-miR-107-3p,1325.731459,1567.130997,676.7736628,1189.878706
615.9747,506.9742,733.2437,618.7308667,hsa-miR-424-3p,422.0938726,182.9335794,127.0735358,244.0336626
413.4299,190.1153,1283.802,629.1157333,hsa-miR-30b-5p,153.0833411,527.1813152,501.1551807,393.8066123
501.5965,891.7315,505.5127,632.9469,hsa-miR-30a-3p,1267.767864,411.3233816,1255.505571,978.1989389
607.6347,733.302,713.2234,684.7200333,hsa-miR-92b-3p,1065.638404,425.7363303,566.3577066,685.9108136
687.4612,735.5653,680.6904,701.2389667,hsa-miR-30e-3p,251.1755791,308.2153641,1175.549189,578.3133774
536.1482,792.1472,818.33,715.5418,hsa-let-7c-5p,1199.400546,696.2562901,804.7990604,900.1519655
683.8869,488.868,1013.528,728.7609667,hsa-miR-146b-5p,484.5162059,696.2562901,1115.105972,765.2928227
287.1372,296.4894,1809.335,797.6538667,hsa-miR-16-2-5p,1074.55588,2140.322879,1183.164083,1466.014281
570.7,658.6138,1181.198,803.5039333,hsa-miR-423-5p,1165.216888,2380.908253,2768.48973,2104.871624
331.2205,178.7989,1921.949,810.6561333,hsa-miR-221-5p,1001.729824,74.28212012,141.3514612,405.7878018
382.4524,1439.445,650.6599,824.1857667,hsa-miR-23b-3p,2696.050299,263.8678297,263.1897578,1074.369296
642.1864,1281.015,610.6193,844.6069,hsa-miR-99b-3p,936.334999,434.6058371,534.9462708,635.2957023
259.734,1921.523,412.9188,864.7252667,hsa-miR-125b-1-3p,2933.849664,0,0.475930846,978.1085316
293.0944,344.0182,1959.487,865.5332,hsa-miR-210-3p,483.0299598,187.3683328,151.8219398,274.0734108
789.9251,434.5493,1699.223,974.5658,hsa-miR-374b-5p,185.7807538,1259.469977,1472.054106,972.4349456
1341.562,330.4386,1286.305,986.1018667,hsa-miR-450a-2-5p,101.0647301,509.4423014,345.0498633,318.5189649
1341.562,332.7018,1286.305,986.8562667,hsa-miR-450a-1-5p,101.0647301,508.8879573,344.5739324,318.1755399
829.2426,129.0068,2142.173,1033.474133,hsa-miR-29b-2-3p,176.8632776,54.88007382,31.41143583,87.71826242
279.9885,2349.282,477.9848,1035.751767,hsa-miR-320b-1-3p,2645.517934,874.2007719,884.2795116,1467.999406
856.6457,129.0068,2162.193,1049.281833,hsa-miR-29b-1-3p,175.3770316,55.434418,34.74295175,88.51813378
806.6052,1647.666,700.7107,1051.660633,hsa-miR-3615-3p,1255.877896,253.3352903,283.6547841,597.6226568
1186.675,1337.597,738.2487,1087.5069,hsa-miR-1307-3p,983.894872,1695.184502,1468.72259,1382.600655
1135.443,305.5425,1831.858,1090.947833,hsa-miR-21-3p,549.9110312,48.22794366,32.36329752,210.1674241
713.6729,1883.047,728.2386,1108.3195,hsa-miR-181b-1-5p,2700.509037,704.0171086,662.4957375,1355.673961
732.7359,1887.574,773.2843,1131.198067,hsa-miR-181b-2-5p,2699.022791,717.8757131,675.8218011,1364.240102
