Cavin-1 Pellet,,,Average Cell,,PC3_Exosome_CAV1_23.3,PC3_Exosome_CAV1_4.3,PC3_Exosome_CAV1_6.3,
0,2.263278,5.005076,2.422784667,hsa-miR-892a-3p,0,0.55434418,0.951861692,0.502068624
0,2.263278,5.005076,2.422784667,hsa-miR-548q-5p,0,2.7717209,0.951861692,1.241194197
2.382881,0,5.005076,2.462652333,hsa-miR-1277-3p,2.97249206,9.97819524,1.903723383,4.951470228
5.957203,2.263278,0,2.740160333,hsa-miR-940-3p,5.944984121,7.76081852,7.138962688,6.94825511
1.191441,4.526556,2.502538,2.740178333,hsa-miR-369-3p,26.75242854,0,0,8.91747618
1.191441,4.526556,2.502538,2.740178333,hsa-miR-3074-5p,1.48624603,6.65213016,10.47047861,6.2029516
1.191441,4.526556,2.502538,2.740178333,hsa-miR-4466-5p,10.40372221,1.10868836,0.475930846,3.996113805
8.340084,0,0,2.780028,hsa-miR-4473-3p,1.48624603,35.47802752,18.56130299,18.50852551
3.574322,2.263278,2.502538,2.780046,hsa-miR-6783-3p,2.97249206,5.5434418,3.807446767,4.107793542
5.957203,0,2.502538,2.819913667,hsa-miR-1254-2-5p,20.80744442,5.5434418,10.94640946,12.43243189
1.191441,2.263278,5.005076,2.819931667,hsa-miR-548g-5p,2.97249206,2.21737672,2.379654229,2.523174336
1.191441,2.263278,5.005076,2.819931667,hsa-miR-548x-5p,2.97249206,2.21737672,2.379654229,2.523174336
1.191441,2.263278,5.005076,2.819931667,hsa-miR-548aj-2-5p,2.97249206,2.21737672,2.379654229,2.523174336
1.191441,2.263278,5.005076,2.819931667,hsa-miR-1293-5p,1.48624603,2.21737672,3.807446767,2.503689839
3.574322,0,5.005076,2.859799333,hsa-miR-766-3p,19.32119839,12.74991614,11.89827115,14.65646189
3.574322,0,5.005076,2.859799333,hsa-miR-659-5p,1.48624603,5.5434418,2.855585075,3.295090968
1.191441,0,7.507614,2.899685,hsa-miR-1273c-5p,0,6.65213016,2.855585075,3.169238412
1.191441,0,7.507614,2.899685,hsa-miR-20a-3p,4.458738091,9.42385106,6.187100996,6.689896716
0,9.053111,0,3.017703667,hsa-miR-412-5p,13.37621427,0,0,4.45873809
2.382881,6.789833,0,3.057571333,hsa-miR-548a-3-3p,2.97249206,4.43475344,1.903723383,3.103656294
2.382881,6.789833,0,3.057571333,hsa-miR-548a-1-3p,2.97249206,4.43475344,1.427792538,2.945012679
2.382881,6.789833,0,3.057571333,hsa-miR-548a-2-3p,2.97249206,4.43475344,1.903723383,3.103656294
4.765762,4.526556,0,3.097439333,hsa-miR-6873-3p,8.917476181,0.55434418,2.379654229,3.95049153
7.148643,2.263278,0,3.137307,hsa-miR-5696-3p,0,6.09778598,6.187100996,4.094962325
2.382881,4.526556,2.502538,3.137325,hsa-miR-3908-3p,1.48624603,1.10868836,0.475930846,1.023621745
2.382881,4.526556,2.502538,3.137325,hsa-miR-3188-3p,2.97249206,3.32606508,2.379654229,2.892737123
4.765762,2.263278,2.502538,3.177192667,hsa-miR-18b-5p,7.431230151,45.45622276,10.47047861,21.11931051
4.765762,2.263278,2.502538,3.177192667,hsa-miR-1273d-5p,0,1.66303254,3.331515921,1.664849487
0,4.526556,5.005076,3.177210667,hsa-miR-142-5p,10.40372221,1.66303254,0.951861692,4.339538814
7.148643,0,2.502538,3.217060333,hsa-miR-3651-3p,2.97249206,4.98909762,3.331515921,3.764368534
4.765762,0,5.005076,3.256946,hsa-miR-4459-3p,0,1.10868836,0.475930846,0.528206402
1.191441,9.053111,0,3.414850667,hsa-miR-3665-5p,11.88996824,0.55434418,0,4.14810414
3.574322,6.789833,0,3.454718333,hsa-miR-190b-5p,22.29369045,0.55434418,1.427792538,8.091942389
5.957203,4.526556,0,3.494586333,hsa-miR-6516-3p,13.37621427,2.7717209,3.807446767,6.651793979
1.191441,6.789833,2.502538,3.494604,hsa-miR-3679-5p,2.97249206,7.76081852,3.331515921,4.6882755
1.191441,6.789833,2.502538,3.494604,hsa-miR-548b-5p,10.40372221,17.18466958,20.46502637,16.01780605
3.574322,4.526556,2.502538,3.534472,hsa-miR-7110-3p,10.40372221,3.32606508,0.951861692,4.893882994
5.957203,2.263278,2.502538,3.574339667,hsa-miR-6866-5p,2.97249206,6.65213016,9.042686072,6.222436097
5.957203,2.263278,2.502538,3.574339667,hsa-miR-548az-5p,8.917476181,3.32606508,7.614893534,6.619478265
1.191441,4.526556,5.005076,3.574357667,hsa-miR-382-5p,17.83495236,0,0.475930846,6.103627735
1.191441,4.526556,5.005076,3.574357667,hsa-miR-1302-1-5p,2.97249206,0.55434418,0.475930846,1.334255695
3.574322,2.263278,5.005076,3.614225333,hsa-miR-1254-1-5p,37.15615076,5.5434418,9.518616917,17.40606983
3.574322,2.263278,5.005076,3.614225333,hsa-miR-30c-1-3p,8.917476181,19.95639048,13.80199453,14.22528706
5.957203,0,5.005076,3.654093,hsa-miR-1306-5p,1.48624603,22.1737672,20.94095722,14.86699015
1.191441,2.263278,7.507614,3.654111,hsa-miR-155-5p,8.917476181,0.55434418,0,3.157273454
1.191441,2.263278,7.507614,3.654111,hsa-miR-8485-5p,0,2.7717209,6.187100996,2.986273965
0,11.31639,0,3.77213,hsa-miR-4516-5p,25.26618251,0,0,8.422060837
2.382881,9.053111,0,3.811997333,hsa-miR-212-3p,1.48624603,7.76081852,5.235239305,4.827434618
2.382881,6.789833,2.502538,3.891750667,hsa-miR-6723-5p,1.48624603,2.7717209,0.475930846,1.577965925
7.148643,2.263278,2.502538,3.971486333,hsa-miR-224-5p,1.48624603,263.3134855,445.9472026,236.9156447
7.148643,2.263278,2.502538,3.971486333,hsa-miR-6087-5p,13.37621427,2.7717209,5.235239305,7.127724825
7.148643,0,5.005076,4.051239667,hsa-miR-502-5p,0,5.5434418,10.94640946,5.496617087
2.382881,2.263278,7.507614,4.051257667,hsa-miR-4430-3p,1.48624603,1.10868836,0,0.86497813
4.765762,0,7.507614,4.091125333,hsa-miR-556-3p,0,17.18466958,10.47047861,9.21838273
2.382881,0,10.01015,4.131010333,hsa-miR-30b-3p,8.917476181,12.74991614,8.09082438,9.919405567
1.191441,11.31639,0,4.169277,hsa-miR-4429-5p,7.431230151,4.98909762,7.614893534,6.678407102
0,0,12.51269,4.170896667,hsa-miR-4484-3p,1.48624603,3.32606508,1.903723383,2.238678164
3.574322,6.789833,2.502538,4.288897667,hsa-miR-378j-5p,0,4.98909762,4.759308459,3.249468693
5.957203,4.526556,2.502538,4.328765667,hsa-miR-4485-5p,40.12864282,1.10868836,0,13.74577706
5.957203,4.526556,2.502538,4.328765667,hsa-miR-3177-3p,2.97249206,25.49983228,41.88191444,23.45141293
3.574322,4.526556,5.005076,4.368651333,hsa-miR-3648-2-3p,8.917476181,1.66303254,1.427792538,4.002767086
3.574322,4.526556,5.005076,4.368651333,hsa-miR-3648-1-3p,8.917476181,1.66303254,1.427792538,4.002767086
10.72296,0,2.502538,4.408499333,hsa-miR-1268b-5p,7.431230151,6.09778598,1.903723383,5.144246505
10.72296,0,2.502538,4.408499333,hsa-miR-7851-5p,1.48624603,1.66303254,0.475930846,1.208403139
8.340084,0,5.005076,4.448386667,hsa-miR-372-3p,1.48624603,0.55434418,0.951861692,0.997483967
8.340084,0,5.005076,4.448386667,hsa-miR-1254-1-3p,1.48624603,0,0.475930846,0.654058959
3.574322,2.263278,7.507614,4.448404667,hsa-miR-548ah-3p,2.97249206,4.98909762,6.187100996,4.716230225
3.574322,2.263278,7.507614,4.448404667,hsa-miR-33a-3p,0,31.04327408,15.22978707,15.42435372
3.574322,2.263278,7.507614,4.448404667,hsa-miR-5001-3p,0,11.64122778,6.187100996,5.942776259
0,11.31639,2.502538,4.606309333,hsa-miR-628-3p,7.431230151,6.09778598,2.855585075,5.461533735
2.382881,9.053111,2.502538,4.646176667,hsa-miR-3944-3p,0,1.66303254,2.379654229,1.347562256
2.382881,9.053111,2.502538,4.646176667,hsa-miR-1304-5p,29.7249206,12.19557196,14.75385622,18.89144959
4.765762,6.789833,2.502538,4.686044333,hsa-miR-663b-3p,1.48624603,3.32606508,0.951861692,1.921390934
4.765762,6.789833,2.502538,4.686044333,hsa-miR-5689-3p,1.48624603,0,0,0.495415343
4.765762,6.789833,2.502538,4.686044333,hsa-miR-1250-5p,8.917476181,32.15196244,28.07991991,23.04978618
7.148643,4.526556,2.502538,4.725912333,hsa-miR-7976-5p,2.97249206,14.96729286,12.37420199,10.1046623
7.148643,2.263278,5.005076,4.805665667,hsa-miR-628-5p,4.458738091,29.93458572,16.18164876,16.85832419
7.148643,2.263278,5.005076,4.805665667,hsa-miR-2110-3p,1.48624603,16.6303254,12.85013284,10.32223476
2.382881,4.526556,7.507614,4.805683667,hsa-miR-9-3-3p,38.64239679,55.434418,30.93550498,41.67077326
2.382881,4.526556,7.507614,4.805683667,hsa-miR-1255a-5p,1.48624603,16.6303254,31.41143583,16.50933575
4.765762,2.263278,7.507614,4.845551333,hsa-miR-5708-3p,0,1.10868836,0.951861692,0.686850017
7.148643,0,7.507614,4.885419,hsa-miR-152-5p,0,2.21737672,3.331515921,1.84963088
1.191441,11.31639,2.502538,5.003456333,hsa-miR-379-5p,10.40372221,0,0,3.467907403
0,0,15.01523,5.005076667,hsa-miR-411-5p,5.944984121,0,0,1.981661374
3.574322,9.053111,2.502538,5.043323667,hsa-miR-550a-3-5p,7.431230151,24.39114392,18.08537214,16.6359154
5.957203,6.789833,2.502538,5.083191333,hsa-miR-130a-5p,0,0,1.903723383,0.634574461
13.10585,2.263278,0,5.123042667,hsa-miR-3913-2-5p,2.97249206,8.3151627,5.71117015,5.66627497
3.574322,6.789833,5.005076,5.123077,hsa-miR-1910-5p,13.37621427,6.09778598,2.855585075,7.443195108
5.957203,4.526556,5.005076,5.162945,hsa-miR-4792-5p,7.431230151,2.21737672,3.331515921,4.326707597
13.10585,0,2.502538,5.202796,hsa-miR-3135b-3p,0,0.55434418,1.427792538,0.660712239
8.340084,2.263278,5.005076,5.202812667,hsa-miR-196a-2-3p,1.48624603,41.02146932,58.53949404,33.68240313
8.340084,2.263278,5.005076,5.202812667,hsa-miR-449c-5p,1.48624603,60.42351562,58.53949404,40.1497519
3.574322,2.263278,10.01015,5.282583333,hsa-miR-146b-3p,0,6.65213016,4.283377613,3.645169258
3.574322,0,12.51269,5.362337333,hsa-miR-573-5p,0,4.98909762,7.138962688,4.042686769
14.29729,2.263278,0,5.520189333,hsa-miR-3135a-3p,0,0,0,0
2.382881,6.789833,7.507614,5.560109333,hsa-miR-577-5p,5.944984121,47.67359948,33.79109006,29.13655789
9.531524,2.263278,5.005076,5.599959333,hsa-miR-4661-5p,13.37621427,11.0868836,18.08537214,14.18282334
11.91441,0,5.005076,5.639828667,hsa-miR-1268a-5p,5.944984121,6.09778598,1.903723383,4.648831161
2.382881,2.263278,12.51269,5.719616333,hsa-miR-2277-5p,11.88996824,16.6303254,18.56130299,15.69386554
1.191441,13.57967,2.502538,5.757883,hsa-miR-342-5p,10.40372221,14.41294868,13.32606368,12.71424486
8.340084,9.053111,0,5.797731667,hsa-miR-24-1-5p,13.37621427,4.43475344,4.283377613,7.364781774
1.191441,11.31639,5.005076,5.837635667,hsa-miR-548ae-2-5p,16.34870633,13.30426032,10.47047861,13.37448175
8.340084,6.789833,2.502538,5.877485,hsa-miR-1908-5p,29.7249206,5.5434418,5.71117015,13.65984418
3.574322,9.053111,5.005076,5.877503,hsa-miR-550a-2-5p,8.917476181,40.46712514,29.0317816,26.13879431
3.574322,9.053111,5.005076,5.877503,hsa-miR-3187-3p,10.40372221,4.98909762,2.379654229,5.92415802
3.574322,9.053111,5.005076,5.877503,hsa-miR-550a-1-5p,8.917476181,40.46712514,29.0317816,26.13879431
15.48873,2.263278,0,5.917336,hsa-miR-4488-5p,8.917476181,0,2.855585075,3.924353752
8.340084,4.526556,5.005076,5.957238667,hsa-miR-3605-3p,22.29369045,2.7717209,7.614893534,10.89343496
15.48873,0,2.502538,5.997089333,hsa-miR-663a-5p,0,1.10868836,0.951861692,0.686850017
5.957203,4.526556,7.507614,5.997124333,hsa-miR-212-5p,4.458738091,16.6303254,35.69481344,18.92795898
5.957203,4.526556,7.507614,5.997124333,hsa-miR-566-3p,19.32119839,2.21737672,0.475930846,7.338168652
1.191441,6.789833,10.01015,5.997141333,hsa-miR-23b-5p,11.88996824,7.20647434,9.994547763,9.696996781
13.10585,0,5.005076,6.036975333,hsa-miR-5585-3p,1.48624603,3.88040926,1.903723383,2.423459558
5.957203,2.263278,10.01015,6.076877,hsa-miR-548p-3p,2.97249206,5.5434418,7.138962688,5.218298849
2.382881,13.57967,2.502538,6.155029667,hsa-miR-3677-3p,5.944984121,4.98909762,2.855585075,4.596555605
2.382881,13.57967,2.502538,6.155029667,hsa-miR-486-1-5p,34.1836587,63.19523652,67.10624927,54.8283815
2.382881,13.57967,2.502538,6.155029667,hsa-miR-486-2-5p,34.1836587,62.64089234,67.10624927,54.6436001
0,13.57967,5.005076,6.194915333,hsa-miR-548ad-5p,19.32119839,16.07598122,5.71117015,13.70278325
9.531524,4.526556,5.005076,6.354385333,hsa-miR-181b-1-3p,7.431230151,54.88007382,23.79654229,28.70261542
4.765762,6.789833,7.507614,6.354403,hsa-miR-4746-5p,0,33.2606508,50.92460051,28.06175044
7.148643,4.526556,7.507614,6.394271,hsa-miR-582-5p,4.458738091,48.78228784,32.36329752,28.53477448
7.148643,4.526556,7.507614,6.394271,hsa-miR-877-3p,16.34870633,38.24974842,16.18164876,23.59336784
2.382881,6.789833,10.01015,6.394288,hsa-miR-6128-3p,16.34870633,7.20647434,10.94640946,11.50053004
1.191441,18.10622,0,6.432553667,hsa-miR-134-5p,10.40372221,0,0.475930846,3.626551019
11.91441,0,7.507614,6.474008,hsa-miR-5684-3p,4.458738091,2.21737672,0.475930846,2.384015219
5.957203,13.57967,0,6.512291,hsa-miR-1306-3p,8.917476181,40.46712514,27.60398906,25.66286346
9.531524,0,10.01015,6.513891333,hsa-miR-501-5p,13.37621427,57.09745054,63.77473335,44.74946605
4.765762,2.263278,12.51269,6.51391,hsa-miR-548ar-3p,0,4.43475344,4.759308459,3.0646873
3.574322,11.31639,5.005076,6.631929333,hsa-miR-3065-3p,19.32119839,0.55434418,0.475930846,6.783824472
8.340084,6.789833,5.005076,6.711664333,hsa-miR-744-3p,2.97249206,30.4889299,19.03723383,17.49955193
5.957203,6.789833,7.507614,6.75155,hsa-miR-3653-3p,14.8624603,4.98909762,2.855585075,7.569047665
13.10585,2.263278,5.005076,6.791401333,hsa-miR-3913-1-5p,2.97249206,8.3151627,6.663031842,5.983562201
8.340084,4.526556,7.507614,6.791418,hsa-miR-769-3p,2.97249206,46.56491112,30.93550498,26.82430272
2.382881,18.10622,0,6.829700333,hsa-miR-6500-3p,2.97249206,11.0868836,14.27792538,9.445767013
8.340084,2.263278,10.01015,6.871170667,hsa-miR-548f-4-3p,4.458738091,8.86950688,10.47047861,7.93290786
3.574322,4.526556,12.51269,6.871189333,hsa-miR-183-3p,26.75242854,9.97819524,6.663031842,14.46455187
4.765762,13.57967,2.502538,6.949323333,hsa-miR-4677-5p,1.48624603,1.66303254,2.855585075,2.001621215
4.765762,11.31639,5.005076,7.029076,hsa-miR-3928-3p,20.80744442,18.29335794,17.13351045,18.74477094
16.68017,4.526556,0,7.068908667,hsa-miR-92a-1-5p,26.75242854,50.44532038,44.73749951,40.64508281
2.382881,11.31639,7.507614,7.068961667,hsa-miR-1303-5p,23.77993648,14.41294868,4.283377613,14.15875426
7.148643,6.789833,7.507614,7.148696667,hsa-miR-1273c-3p,2.97249206,12.19557196,16.18164876,10.44990426
7.148643,6.789833,7.507614,7.148696667,hsa-miR-450a-2-3p,16.34870633,6.09778598,2.379654229,8.27538218
9.531524,4.526556,7.507614,7.188564667,hsa-miR-16-1-3p,1.48624603,32.15196244,52.82832389,28.82217745
7.148643,4.526556,10.01015,7.228449667,hsa-miR-455-3p,1.48624603,31.04327408,19.03723383,17.18891798
9.531524,2.263278,10.01015,7.268317333,hsa-miR-29b-2-5p,2.97249206,4.43475344,3.807446767,3.738230756
7.148643,2.263278,12.51269,7.308203667,hsa-miR-548f-1-3p,5.944984121,10.53253942,12.37420199,9.617241844
0,18.10622,5.005076,7.703765333,hsa-miR-548d-2-5p,32.69741267,26.60852064,13.32606368,24.21066566
8.340084,2.263278,12.51269,7.705350667,hsa-miR-4459-5p,0,0.55434418,0.475930846,0.343425009
3.574322,4.526556,15.01523,7.705369333,hsa-miR-3611-3p,5.944984121,2.7717209,0.951861692,3.222855571
3.574322,2.263278,17.51777,7.785123333,hsa-miR-7-1-3p,4.458738091,12.74991614,12.85013284,10.01959569
11.91441,4.526556,7.507614,7.98286,hsa-miR-26a-2-3p,4.458738091,6.09778598,10.94640946,7.16764451
11.91441,4.526556,7.507614,7.98286,hsa-miR-1260a-5p,17.83495236,27.16286482,13.32606368,19.44129362
3.574322,18.10622,2.502538,8.061026667,hsa-miR-193b-5p,40.12864282,2.21737672,4.759308459,15.701776
3.574322,13.57967,7.507614,8.220535333,hsa-miR-3919-3p,13.37621427,0.55434418,0,4.643519483
5.957203,4.526556,15.01523,8.499663,hsa-miR-548f-3-3p,2.97249206,13.30426032,13.80199453,10.02624897
5.957203,4.526556,15.01523,8.499663,hsa-miR-548f-2-3p,2.97249206,13.30426032,13.80199453,10.02624897
4.765762,15.84294,5.005076,8.537926,hsa-miR-205-3p,11.88996824,0,0,3.963322747
0,18.10622,7.507614,8.537944667,hsa-miR-548d-1-5p,32.69741267,25.49983228,12.37420199,23.52381565
8.340084,0,17.51777,8.619284667,hsa-miR-338-5p,35.66990473,47.67359948,47.59308459,43.6455296
5.957203,0,20.0203,8.659167667,hsa-miR-1-1-3p,29.7249206,14.41294868,7.614893534,17.25092094
11.91441,6.789833,7.507614,8.737285667,hsa-miR-195-3p,1.48624603,34.36933916,48.54494628,28.13351049
1.191441,20.3695,5.005076,8.855339,hsa-miR-1299-3p,74.31230151,2.7717209,3.331515921,26.80517944
4.765762,22.63278,0,9.132847333,hsa-miR-664a-5p,47.55987297,5.5434418,5.71117015,19.60482831
17.87161,0,10.01015,9.29392,hsa-miR-5095-5p,2.97249206,1.10868836,0,1.360393473
8.340084,2.263278,17.51777,9.373710667,hsa-miR-365a-5p,1.48624603,12.74991614,11.89827115,8.711477773
8.340084,2.263278,17.51777,9.373710667,hsa-miR-3909-3p,5.944984121,19.95639048,18.56130299,14.82089253
3.574322,2.263278,22.52284,9.45348,hsa-miR-301b-3p,11.88996824,48.78228784,33.31515921,31.32913843
5.957203,0,22.52284,9.493347667,hsa-miR-1-2-3p,29.7249206,14.41294868,7.614893534,17.25092094
11.91441,6.789833,10.01015,9.571464333,hsa-miR-497-5p,11.88996824,18.84770212,4.283377613,11.67368266
14.29729,4.526556,10.01015,9.611332,hsa-miR-1291-5p,11.88996824,4.43475344,6.663031842,7.662584507
4.765762,6.789833,17.51777,9.691121667,hsa-miR-188-5p,10.40372221,44.90187858,17.6094413,24.30501403
3.574322,13.57967,12.51269,9.888894,hsa-miR-1285-2-3p,31.21116663,33.2606508,24.74840399,29.74007381
5.957203,11.31639,12.51269,9.928761,hsa-miR-378b-3p,14.8624603,6.09778598,4.759308459,8.573184913
15.48873,4.526556,10.01015,10.00847867,hsa-miR-5100-3p,5.944984121,189.5857096,262.7138269,152.7481735
13.10585,2.263278,15.01523,10.12811933,hsa-miR-3653-5p,1.48624603,6.09778598,9.042686072,5.542239361
15.48873,0,15.01523,10.16798667,hsa-miR-190a-5p,2.97249206,5.5434418,5.235239305,4.583724388
14.29729,11.31639,5.005076,10.206252,hsa-miR-10b-3p,14.8624603,56.54310636,36.17074429,35.85877032
4.765762,15.84294,10.01015,10.206284,hsa-miR-378h-5p,69.85356342,21.06507884,26.17619652,39.03161293
19.06305,4.526556,7.507614,10.36574,hsa-miR-25-5p,22.29369045,129.1621939,133.2606368,94.90550705
9.531524,9.053111,12.51269,10.365775,hsa-miR-500b-5p,5.944984121,46.01056694,58.53949404,36.8316817
9.531524,9.053111,12.51269,10.365775,hsa-miR-500a-5p,5.944984121,46.01056694,58.53949404,36.8316817
3.574322,22.63278,5.005076,10.40405933,hsa-miR-548ay-5p,34.1836587,31.04327408,22.8446806,29.35720446
3.574322,20.3695,7.507614,10.483812,hsa-miR-6808-3p,10.40372221,1.66303254,0.475930846,4.180895199
8.340084,9.053111,15.01523,10.80280833,hsa-miR-548u-3p,2.97249206,43.79319022,43.78563782,30.18377337
8.340084,6.789833,17.51777,10.88256233,hsa-miR-26b-3p,11.88996824,11.0868836,8.09082438,10.35589207
11.91441,9.053111,12.51269,11.16007033,hsa-miR-532-3p,10.40372221,79.27121774,49.97273882,46.54922626
1.191441,24.89606,7.507614,11.19837167,hsa-miR-873-3p,44.58738091,1.10868836,2.379654229,16.02524117
7.148643,6.789833,20.0203,11.319592,hsa-miR-6516-5p,16.34870633,14.41294868,3.807446767,11.52303393
10.72296,13.57967,10.01015,11.43759333,hsa-miR-4470-3p,16.34870633,6.09778598,4.759308459,9.068600256
13.10585,9.053111,12.51269,11.557217,hsa-miR-548h-3-3p,8.917476181,18.29335794,18.08537214,15.09873542
13.10585,9.053111,12.51269,11.557217,hsa-miR-548aq-3p,7.431230151,18.84770212,17.6094413,14.62945786
19.06305,2.263278,15.01523,12.11385267,hsa-miR-6842-3p,5.944984121,3.88040926,2.855585075,4.226992819
14.29729,0,22.52284,12.27337667,hsa-miR-1273d-3p,4.458738091,1.66303254,1.903723383,2.675164671
4.765762,27.15933,5.005076,12.310056,hsa-miR-409-3p,20.80744442,0,0,6.935814807
4.765762,20.3695,12.51269,12.54931733,hsa-miR-1285-1-3p,31.21116663,36.58671588,26.17619652,31.32469301
11.91441,15.84294,10.01015,12.58916667,hsa-miR-96-3p,7.431230151,9.97819524,4.283377613,7.230934335
7.148643,15.84294,15.01523,12.66893767,hsa-miR-585-3p,13.37621427,1.66303254,1.903723383,5.647656731
3.574322,22.63278,12.51269,12.90659733,hsa-miR-561-5p,2.97249206,44.3475344,43.78563782,30.36855476
14.29729,4.526556,20.0203,12.94804867,hsa-miR-3929-3p,26.75242854,7.76081852,2.379654229,12.29763376
9.531524,6.789833,22.52284,12.94806567,hsa-miR-641-5p,11.88996824,80.93425028,91.85465325,61.55962392
23.82881,4.526556,12.51269,13.62268533,hsa-miR-135b-3p,10.40372221,0.55434418,0,3.652688797
19.06305,6.789833,15.01523,13.62270433,hsa-miR-1226-3p,13.37621427,27.717209,35.21888259,25.43743529
13.10585,18.10622,10.01015,13.74074,hsa-miR-182-3p,19.32119839,7.76081852,5.235239305,10.77241874
19.06305,0,22.52284,13.86196333,hsa-miR-1273e-3p,7.431230151,2.7717209,3.331515921,4.511488991
8.340084,15.84294,17.51777,13.90026467,hsa-miR-92b-5p,14.8624603,6.09778598,12.37420199,11.11148276
2.382881,27.15933,12.51269,14.01830033,hsa-miR-199b-3p,107.0097142,14.41294868,14.27792538,45.23352942
2.382881,27.15933,12.51269,14.01830033,hsa-miR-199a-1-3p,107.0097142,14.41294868,14.27792538,45.23352942
2.382881,27.15933,12.51269,14.01830033,hsa-miR-199a-2-3p,108.4959602,14.41294868,14.27792538,45.72894475
13.10585,9.053111,20.0203,14.05975367,hsa-miR-93-3p,41.61488885,82.59728282,94.71023833,72.97413667
3.574322,29.42261,10.01015,14.335694,hsa-miR-4448-3p,19.32119839,6.09778598,28.55585075,17.99161171
0,15.84294,27.52792,14.45695333,hsa-miR-3158-2-3p,8.917476181,72.61908758,40.4541219,40.66356189
13.10585,18.10622,12.51269,14.57492,hsa-miR-2110-5p,62.42233327,16.6303254,32.36329752,37.13865206
7.148643,29.42261,7.507614,14.69295567,hsa-miR-3934-5p,31.21116663,3.32606508,1.903723383,12.14698503
1.191441,15.84294,27.52792,14.85410033,hsa-miR-3158-1-3p,8.917476181,72.61908758,40.4541219,40.66356189
9.531524,0,35.03553,14.85568467,hsa-miR-522-3p,0,0,0,0
14.29729,18.10622,12.51269,14.97206667,hsa-miR-326-3p,5.944984121,5.5434418,6.663031842,6.050485921
15.48873,20.3695,10.01015,15.28946,hsa-miR-191-3p,8.917476181,13.30426032,7.138962688,9.78689973
13.10585,20.3695,12.51269,15.32934667,hsa-miR-942-5p,28.23867457,34.92368334,33.31515921,32.15917237
11.91441,9.053111,25.02538,15.330967,hsa-miR-3200-3p,8.917476181,21.61942302,21.41688806,17.31792909
16.68017,0,30.03046,15.57021,hsa-miR-4521-3p,0,9.97819524,3.331515921,4.436570387
13.10585,11.31639,22.52284,15.64836,hsa-miR-1247-5p,4.458738091,0,0,1.48624603
26.21169,15.84294,5.005076,15.68656867,hsa-miR-7704-5p,43.10113488,17.18466958,24.27247314,28.18609253
13.10585,6.789833,27.52792,15.80786767,hsa-miR-4461-3p,8.917476181,7.20647434,7.138962688,7.754304403
3.574322,15.84294,30.03046,16.482574,hsa-miR-3919-5p,14.8624603,0,0,4.954153433
25.02025,2.263278,22.52284,16.60212267,hsa-miR-20b-5p,17.83495236,79.27121774,47.11715374,48.07444128
38.1261,2.263278,10.01015,16.79984267,hsa-miR-3687-2-3p,4.458738091,3.32606508,1.427792538,3.070865236
38.1261,2.263278,10.01015,16.79984267,hsa-miR-3687-1-3p,4.458738091,3.32606508,1.427792538,3.070865236
13.10585,20.3695,17.51777,16.99770667,hsa-miR-1292-5p,32.69741267,12.74991614,16.18164876,20.54299252
13.10585,11.31639,27.52792,17.31672,hsa-miR-100-3p,5.944984121,0,0,1.981661374
23.82881,13.57967,15.01523,17.47457,hsa-miR-1303-3p,8.917476181,56.54310636,68.05811096,44.50623117
33.36033,13.57967,7.507614,18.14920467,hsa-miR-4485-3p,63.9085793,11.0868836,7.614893534,27.53678548
22.63737,6.789833,25.02538,18.150861,hsa-miR-4419a-5p,50.53236503,4.43475344,1.903723383,18.95694728
16.68017,18.10622,20.0203,18.26889667,hsa-miR-1260b-5p,26.75242854,166.303254,85.66755226,92.90774493
20.25449,4.526556,30.03046,18.270502,hsa-miR-4284-5p,1.48624603,1.10868836,6.187100996,2.927345129
20.25449,24.89606,10.01015,18.3869,hsa-miR-937-3p,29.7249206,4.98909762,9.994547763,14.90285533
17.87161,20.3695,17.51777,18.58629333,hsa-miR-18a-3p,50.53236503,77.6081852,59.49135573,62.54396865
10.72296,22.63278,22.52284,18.62619333,hsa-miR-504-5p,1.48624603,88.6950688,112.7956105,67.65897511
17.87161,18.10622,20.0203,18.66604333,hsa-miR-664a-3p,7.431230151,5.5434418,16.65757961,9.877417187
15.48873,11.31639,30.03046,18.94519333,hsa-miR-548e-3p,13.37621427,79.82556192,75.67300449,56.29159356
19.06305,20.3695,17.51777,18.98344,hsa-miR-1273g-3p,50.53236503,13.30426032,5.71117015,23.1825985
21.44593,11.31639,25.02538,19.26256667,hsa-miR-1273f-5p,26.75242854,5.5434418,4.759308459,12.35172627
7.148643,13.57967,37.53807,19.42212767,hsa-miR-29a-5p,8.917476181,1.10868836,0.475930846,3.500698462
19.06305,4.526556,35.03553,19.541712,hsa-miR-1273a-5p,11.88996824,3.88040926,2.855585075,6.208654192
15.48873,9.053111,35.03553,19.85912367,hsa-miR-301a-3p,8.917476181,51.55400874,32.83922837,31.1035711
23.82881,20.3695,17.51777,20.57202667,hsa-miR-4286-5p,10.40372221,128.6078498,94.71023833,77.90727011
20.25449,4.526556,37.53807,20.77303867,hsa-miR-1273e-5p,14.8624603,3.88040926,6.663031842,8.468633801
29.78601,18.10622,15.01523,20.96915333,hsa-miR-185-3p,46.07362694,14.96729286,25.22433483,28.75508488
8.340084,49.79211,5.005076,21.04575667,hsa-miR-543-3p,23.77993648,0.55434418,0.951861692,8.428714117
